Sr. No.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,,
,100327,NAJAFGARH,28.6061,77.026187,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.606106,77.02583,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.606079,77.025573,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.604814,77.0252,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.606917,77.025386,LED,1,80,135,80,80,,,,
,100175,NAJAFGARH,28.593722,77.085638,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593569,77.085719,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.593474,77.085921,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593305,77.086134,LED,2,"35x1,80x1",130,"35x1,80x1",115,,,,
,100175,NAJAFGARH,28.593154,77.08629,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593621,77.086403,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.593948,77.086713,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594047,77.087019,LED,2,80x2,130,80,160,,,,
,100175,NAJAFGARH,28.594149,77.086918,LED,2,80x2,130,80,160,,,,
,100175,NAJAFGARH,28.594216,77.086548,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.5944,77.086546,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.59439,77.086379,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594146,77.086456,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593958,77.086368,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593947,77.086353,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593824,77.086259,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593722,77.086146,LED,2,40x2,130,40,80,,,,
,100175,NAJAFGARH,28.593664,77.086052,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593981,77.085763,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.594105,77.085912,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.594274,77.086053,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.594298,77.086069,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594485,77.086215,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.594569,77.086342,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594816,77.086494,LED,2,"80x1,40x1",130,"80x1,40x1",120,,,,
,100175,NAJAFGARH,28.594637,77.086562,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594496,77.08679,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594395,77.086988,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.59423,77.087203,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594166,77.087314,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595012,77.08666,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.594778,77.086619,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.594672,77.087149,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594577,77.087245,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594375,77.087675,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594434,77.087857,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.594536,77.087696,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594686,77.087514,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594775,77.087338,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594861,77.087226,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.594909,77.087097,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594984,77.08691,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595203,77.086782,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595266,77.08688,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595284,77.086902,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.595313,77.08693,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595362,77.086524,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.595228,77.086338,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595142,77.08642,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595025,77.08619,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.594844,77.086301,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594835,77.086038,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.59473,77.085965,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.594602,77.085825,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594076,77.085375,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593869,77.085358,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593995,77.085223,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.59419,77.084981,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.594323,77.085064,LED,2,"70x1,80x1",130,"70x1,80x1",150,,,,
,100175,NAJAFGARH,28.594656,77.085369,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594915,77.085332,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595112,77.084726,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595232,77.084447,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.595152,77.084382,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.59536,77.084686,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595357,77.084024,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.595166,77.084373,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594922,77.084356,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594886,77.084333,LED,2,80x2,130,80,160,,,,
,100175,NAJAFGARH,28.594762,77.084593,LED,4,140X4,130,140,560,,,,
,100175,NAJAFGARH,28.594693,77.084393,LED,4,40X4,130,40,160,,,,
,100175,NAJAFGARH,28.594693,77.084353,LED,4,80X4,130,80,320,,,,
,100175,NAJAFGARH,28.594694,77.084947,LED,4,80X4,130,80,320,,,,
,100175,NAJAFGARH,28.59448,77.085248,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.594359,77.084872,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.593869,77.084346,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.593841,77.083515,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.593227,77.085732,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593199,77.085676,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.59319,77.085673,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593051,77.085651,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.592951,77.085548,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.592952,77.085519,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.592855,77.085664,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.592885,77.085779,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.592871,77.085837,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.592831,77.085756,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.592946,77.085452,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.592998,77.085372,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.59301,77.085015,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593045,77.08469,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593069,77.084505,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.593066,77.084373,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.593016,77.083918,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593033,77.08354,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.593045,77.0835,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593042,77.083312,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.593042,77.083648,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593277,77.083737,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593294,77.084063,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593308,77.084342,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593298,77.084632,LED,1,70,130,70,70,,,,
,100175,NAJAFGARH,28.593281,77.084636,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.593219,77.085054,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593253,77.085175,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593347,77.085347,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.59348,77.085419,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.59375,77.085272,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.593543,77.085066,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593948,77.085246,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593874,77.085122,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.593703,77.085008,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.593712,77.08485,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.593681,77.084677,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.593466,77.084656,LED,2,40x2,130,40,80,,,,
,100175,NAJAFGARH,28.59368,77.08451,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.593684,77.084267,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.593665,77.084096,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.593672,77.0838,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.593688,77.083593,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594052,77.083564,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594154,77.084101,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594197,77.084344,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594228,77.084404,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594178,77.084615,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594253,77.084659,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594953,77.084179,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.594994,77.083883,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595117,77.083615,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.595003,77.083962,LED,1,40,130,40,40,,,,
,100175,NAJAFGARH,28.595233,77.083911,LED,1,80,130,80,80,,,,
,100175,NAJAFGARH,28.594792,77.084775,LED,2,80X2,130,80,160,,,,
,100175,NAJAFGARH,28.593818,77.085508,LED,1,80,130,80,80,,,,
,100242,NAJAFGARH,28.610976,77.026378,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610981,77.026374,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.611136,77.026398,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.611136,77.026398,LED,2,80X2,135,80,160,,,,
,100242,NAJAFGARH,28.61119,77.02644,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.61119,77.026452,LED,2,"80x1,70x1",135,"80x1,70x1",150,,,,
,100242,NAJAFGARH,28.611184,77.026459,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.611165,77.026474,LED,1,70,135,70,70,,,,
,100242,NAJAFGARH,28.611145,77.026489,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.611033,77.026421,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610884,77.026424,LED,2,80X2,135,80,160,,,,
,100242,NAJAFGARH,28.610817,77.026606,LED,1,40,135,40,40,,,,
,100242,NAJAFGARH,28.610831,77.026609,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610847,77.026613,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610862,77.026616,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.61074,77.026761,LED,2,80X2,135,80,160,,,,
,100242,NAJAFGARH,28.610951,77.026752,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610943,77.026755,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610619,77.026762,LED,2,80X2,135,80,160,,,,
,100242,NAJAFGARH,28.610631,77.026761,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610648,77.02676,LED,1,40,135,40,40,,,,
,100242,NAJAFGARH,28.610672,77.026757,LED,2,40X2,135,40,80,,,,
,100242,NAJAFGARH,28.610908,77.02708,LED,2,40X2,135,40,80,,,,
,100242,NAJAFGARH,28.611004,77.027081,LED,1,40,135,40,40,,,,
,100242,NAJAFGARH,28.611026,77.027089,LED,1,40,135,40,40,,,,
,100242,NAJAFGARH,28.611047,77.027095,LED,1,40,135,40,40,,,,
,100242,NAJAFGARH,28.61079,77.027368,LED,2,80X2,135,80,160,,,,
,100242,NAJAFGARH,28.610746,77.027355,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.61065,77.025765,LED,2,80X2,135,80,160,,,,
,100242,NAJAFGARH,28.610623,77.025774,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610693,77.025361,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610678,77.025351,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610672,77.025337,LED,2,80X2,135,80,160,,,,
,100242,NAJAFGARH,28.610669,77.025314,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610668,77.025281,LED,2,80X2,135,80,160,,,,
,100242,NAJAFGARH,28.610668,77.025251,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610669,77.025229,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610266,77.024481,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610265,77.024479,LED,2,80X2,135,80,160,,,,
,100242,NAJAFGARH,28.610263,77.024476,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610233,77.023979,LED,1,80,135,80,80,,,,
,100242,NAJAFGARH,28.610232,77.023974,LED,2,80X2,135,80,160,,,,
,100242,NAJAFGARH,28.610232,77.023971,LED,1,40,135,40,40,,,,
,100242,NAJAFGARH,28.609758,77.023504,LED,1,40,135,40,40,,,,
,100242,NAJAFGARH,28.609758,77.023504,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.610238,77.024893,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.610237,77.024894,LED,2,80X2,135,80,160,,,,
,100262,NAJAFGARH,28.610233,77.024897,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.610224,77.02494,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.610219,77.024971,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.610425,77.024675,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.610443,77.024673,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.610473,77.024675,LED,2,80X2,135,80,160,,,,
,100262,NAJAFGARH,28.61077,77.024699,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.610555,77.024376,LED,2,80X2,135,80,160,,,,
,100262,NAJAFGARH,28.610713,77.024404,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.611016,77.02451,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.611,77.02451,LED,2,40X2,135,40,80,,,,
,100262,NAJAFGARH,28.610979,77.024517,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.610963,77.024521,LED,1,80,135,80,80,,,,
,100262,NAJAFGARH,28.610941,77.024528,LED,2,40X2,135,40,80,,,,
,100262,NAJAFGARH,28.610921,77.024533,LED,1,40,135,40,40,,,,
,100262,NAJAFGARH,28.610879,77.024548,LED,1,40,135,40,40,,,,
,100446,NAJAFGARH,28.609756,77.023506,LED,2,80X2,135,80,160,,,,
,100446,NAJAFGARH,28.609754,77.023564,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.60976,77.023692,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.60976,77.023695,LED,2,80X2,135,80,160,,,,
,100446,NAJAFGARH,28.60976,77.023699,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.609775,77.023756,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.609778,77.023783,LED,2,80X2,135,80,160,,,,
,100446,NAJAFGARH,28.60978,77.023799,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.609775,77.023822,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.609768,77.023843,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.609769,77.023877,LED,2,80X2,135,80,160,,,,
,100446,NAJAFGARH,28.609771,77.023908,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.609753,77.024073,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.60974,77.024172,LED,2,80X2,135,80,160,,,,
,100446,NAJAFGARH,28.609732,77.024287,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.609732,77.024291,LED,2,80X2,135,80,160,,,,
,100446,NAJAFGARH,28.610153,77.024797,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.610153,77.024758,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.610163,77.024618,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.610164,77.024614,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.610766,77.024139,LED,2,80X2,135,80,160,,,,
,100446,NAJAFGARH,28.61092,77.024129,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.610705,77.02399,LED,2,80X2,135,80,160,,,,
,100446,NAJAFGARH,28.610587,77.024084,LED,1,80,135,80,80,,,,
,100446,NAJAFGARH,28.610584,77.024084,LED,1,40,135,40,40,,,,
,100446,NAJAFGARH,28.610561,77.024087,LED,2,80X2,135,80,160,,,,
,100446,NAJAFGARH,28.610591,77.024138,LED,1,40,135,40,40,,,,
,100446,NAJAFGARH,28.610596,77.024136,LED,1,40,135,40,40,,,,
,100260,NAJAFGARH,28.608281,77.061069,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.608437,77.061103,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608445,77.061057,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608445,77.061053,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608442,77.061015,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608445,77.060912,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.608615,77.06046,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608625,77.060538,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.60862,77.060642,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.608614,77.060661,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.60878,77.060525,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608788,77.060487,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.608806,77.060609,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.608783,77.060837,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608754,77.061202,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608605,77.061452,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.6084,77.061468,LED,4,140x4,148,140,560,,,,
,100260,NAJAFGARH,28.608309,77.061462,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608305,77.061462,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608183,77.061447,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608193,77.061475,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608195,77.061482,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608184,77.061695,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.608182,77.061695,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.608184,77.061694,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.608185,77.061693,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608572,77.061671,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608581,77.061665,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.60871,77.061812,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.60874,77.061824,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608801,77.061807,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.60866,77.06209,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608643,77.06209,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608499,77.06209,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608499,77.06209,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.609157,77.061211,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608998,77.060429,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608997,77.060428,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608996,77.060426,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.608995,77.060426,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608995,77.060426,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608981,77.06074,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608973,77.060682,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608972,77.060678,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608969,77.060621,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.60872,77.060424,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.608148,77.060447,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.60776,77.060394,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.60776,77.060524,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.607809,77.060779,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.607816,77.060761,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.607534,77.060405,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.607533,77.060405,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.607533,77.060405,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.607533,77.060405,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.607532,77.060403,LED,2,80X2,148,80,160,,,,
,100260,NAJAFGARH,28.607531,77.0604,LED,1,80,148,80,80,,,,
,100260,NAJAFGARH,28.607448,77.060373,LED,1,80,148,80,80,,,,
,511641,NAJAFGARH,28.618606,77.029989,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.618603,77.029987,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.618463,77.029874,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.61833,77.029756,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.618013,77.029382,LED,4,140X4,135,140,560,,,,
,511641,NAJAFGARH,28.618013,77.029378,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.617855,77.02925,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.6178,77.029227,LED,4,140X4,135,140,560,,,,
,511641,NAJAFGARH,28.617469,77.028966,LED,1,35,135,35,35,,,,
,511641,NAJAFGARH,28.617244,77.028767,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.61709,77.028627,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.616912,77.028474,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.616739,77.02836,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.616654,77.028233,LED,2,80X2,135,80,160,,,,
,511641,NAJAFGARH,28.616459,77.028086,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.616442,77.028075,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.61614,77.027871,LED,4,140X4,135,140,560,,,,
,511641,NAJAFGARH,28.616102,77.027867,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.615842,77.027588,LED,1,80,135,80,80,,,,
,511641,NAJAFGARH,28.61647,77.028129,LED,4,140X4,135,140,560,,,,
,511641,NAJAFGARH,28.616493,77.028145,LED,4,190X4,135,190,760,,,,
,214398,NAJAFGARH,28.597556,77.074144,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.597745,77.074328,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.59744,77.074046,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.597432,77.074041,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.597442,77.073835,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.597638,77.073558,LED,2,70X2,147,70,140,,,,
,214398,NAJAFGARH,28.597909,77.073597,LED,1,70,147,70,70,,,,
,214398,NAJAFGARH,28.597905,77.073602,LED,1,70,147,70,70,,,,
,214398,NAJAFGARH,28.597898,77.073609,LED,1,70,147,70,70,,,,
,214398,NAJAFGARH,28.597888,77.073629,LED,2,70X2,147,70,140,,,,
,214398,NAJAFGARH,28.597873,77.073649,LED,1,70,147,70,70,,,,
,214398,NAJAFGARH,28.597793,77.073742,LED,1,70,147,70,70,,,,
,214398,NAJAFGARH,28.597794,77.073744,LED,2,70X2,147,70,140,,,,
,214398,NAJAFGARH,28.597686,77.073902,LED,1,70,147,70,70,,,,
,214398,NAJAFGARH,28.597721,77.07394,LED,1,70,147,70,70,,,,
,214398,NAJAFGARH,28.597741,77.073955,LED,2,70X2,147,70,140,,,,
,214398,NAJAFGARH,28.597776,77.073985,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.598419,77.07378,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.598419,77.07378,LED,2,80X2,147,80,160,,,,
,214398,NAJAFGARH,28.598405,77.073792,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.598402,77.073798,LED,2,80X2,147,80,160,,,,
,214398,NAJAFGARH,28.598396,77.073804,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.597937,77.074481,LED,1,70,147,70,70,,,,
,214398,NAJAFGARH,28.597937,77.074481,LED,1,70,147,70,70,,,,
,214398,NAJAFGARH,28.597939,77.074482,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.597939,77.074484,LED,2,80X2,147,80,160,,,,
,214398,NAJAFGARH,28.597939,77.074484,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.597939,77.074485,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.597938,77.074488,LED,2,80X2,147,80,160,,,,
,214398,NAJAFGARH,28.597937,77.074489,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.597936,77.074495,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.59794,77.074501,LED,1,80,147,80,80,,,,
,214398,NAJAFGARH,28.597945,77.074509,LED,2,70X2,147,70,140,,,,
,214398,NAJAFGARH,28.597953,77.074514,LED,1,70,147,70,70,,,,
