Sr. No.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,,
,100320,NAJAFGARH,28.60827,77.031439,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.608267,77.031446,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.608322,77.031682,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.608171,77.031678,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607938,77.031678,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607903,77.031673,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607526,77.031663,LED,2,80X2,135,80,160,,,,
,100320,NAJAFGARH,28.607301,77.031642,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607301,77.031646,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607314,77.031646,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607326,77.031648,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.60795,77.032134,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607943,77.032134,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607932,77.032134,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607872,77.032134,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607696,77.032128,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607708,77.032128,LED,2,80X2,135,80,160,,,,
,100320,NAJAFGARH,28.60827,77.032346,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.608054,77.03233,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.608065,77.032334,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.608078,77.032337,LED,1,70,135,70,70,,,,
,100320,NAJAFGARH,28.607479,77.031206,LED,1,70,135,70,70,,,,
,100320,NAJAFGARH,28.607486,77.031198,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607496,77.031192,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607507,77.031188,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607517,77.031183,LED,1,80,135,80,80,,,,
,100320,NAJAFGARH,28.607545,77.031171,LED,1,80,135,80,80,,,,
,100409,NAJAFGARH,28.613728,77.042326,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613462,77.042196,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613753,77.04206,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613757,77.042058,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613761,77.042018,LED,1,70,136,70,70,,,,
,100409,NAJAFGARH,28.613765,77.041992,LED,2,80x2,136,80,160,,,,
,100409,NAJAFGARH,28.613837,77.041951,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613932,77.041933,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613778,77.041751,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613765,77.041655,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613959,77.041626,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613977,77.04163,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613763,77.041394,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613741,77.041288,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613725,77.041191,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.61376,77.041131,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613904,77.041191,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613937,77.041167,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613671,77.041601,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613437,77.04161,LED,2,80x2,136,80,160,,,,
,100409,NAJAFGARH,28.613362,77.04162,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613264,77.041617,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613147,77.041614,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613024,77.041589,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.612992,77.041598,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.612805,77.041603,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.612693,77.041707,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.612673,77.041733,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.612724,77.041897,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.612731,77.0419,LED,2,40x2,136,40,80,,,,
,100409,NAJAFGARH,28.613449,77.041837,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613479,77.041856,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613481,77.041855,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613359,77.04214,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613302,77.042085,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613226,77.042005,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613222,77.041988,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613124,77.042117,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.61301,77.042149,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613106,77.042438,LED,1,40,136,40,40,,,,
,100409,NAJAFGARH,28.613059,77.042438,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613039,77.042433,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.61321,77.042546,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613431,77.042739,LED,2,80x2,136,80,160,,,,
,100409,NAJAFGARH,28.613413,77.042392,LED,1,80,136,80,80,,,,
,100409,NAJAFGARH,28.613436,77.042427,LED,1,40,136,40,40,,,,
,100404,NAJAFGARH,28.612881,77.041959,LED,2,40x2,136,40,80,,,,
,100404,NAJAFGARH,28.612919,77.041936,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613019,77.041945,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612909,77.042213,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612706,77.042649,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612704,77.042629,LED,2,80x2,136,80,160,,,,
,100404,NAJAFGARH,28.612704,77.042612,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612722,77.042582,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612715,77.042567,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612715,77.042565,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612714,77.042483,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612719,77.042402,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612717,77.042394,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.61273,77.042288,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612723,77.042277,LED,1,40,136,40,40,,,,
,100404,NAJAFGARH,28.612723,77.042239,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612735,77.042197,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612733,77.04214,LED,2,80x2,136,80,160,,,,
,100404,NAJAFGARH,28.612732,77.042088,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612734,77.042049,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.61274,77.042008,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612783,77.041525,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.61283,77.041386,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612876,77.041353,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.61303,77.04142,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613091,77.041334,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613287,77.041365,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613495,77.041392,LED,2,40x2,136,40,80,,,,
,100404,NAJAFGARH,28.613287,77.041147,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613287,77.041142,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613284,77.041161,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613274,77.041136,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613266,77.041138,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.61325,77.041129,LED,2,80x2,136,80,160,,,,
,100404,NAJAFGARH,28.613239,77.041129,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613222,77.041129,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613064,77.04114,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.613054,77.04113,LED,1,80,136,80,80,,,,
,100404,NAJAFGARH,28.612824,77.041099,LED,1,80,136,80,80,,,,
,100271,NAJAFGARH,28.613005,77.042857,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613047,77.040576,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.61304,77.040578,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613011,77.040571,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.612963,77.040462,LED,2,80x2,135,80,160,,,,
,100271,NAJAFGARH,28.612755,77.040373,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.61278,77.040135,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.612786,77.040115,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.612898,77.039995,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.612904,77.040005,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.612929,77.040096,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613044,77.039877,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613185,77.039824,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613188,77.039842,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613194,77.039853,LED,2,80x2,135,80,160,,,,
,100271,NAJAFGARH,28.613195,77.039873,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613194,77.039889,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613192,77.039902,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613194,77.039915,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613198,77.039929,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613204,77.039953,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613226,77.040108,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613218,77.040219,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613216,77.040356,LED,2,80x2,135,80,160,,,,
,100271,NAJAFGARH,28.613219,77.040335,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613228,77.040311,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613317,77.040272,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613415,77.040286,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613624,77.040002,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613633,77.040004,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613641,77.040005,LED,1,40,135,40,40,,,,
,100271,NAJAFGARH,28.61367,77.040052,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613669,77.040056,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613729,77.040561,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613725,77.040574,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613738,77.040588,LED,2,80x2,135,80,160,,,,
,100271,NAJAFGARH,28.613748,77.040599,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.61363,77.040588,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613618,77.040587,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.61357,77.040587,LED,1,80,135,80,80,,,,
,100271,NAJAFGARH,28.613333,77.040578,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612064,77.043771,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612303,77.043707,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612239,77.043715,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612188,77.043827,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612173,77.04369,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612227,77.043559,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612169,77.043326,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612167,77.043322,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612168,77.043323,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612271,77.042971,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612268,77.042964,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612386,77.042764,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.6124,77.042754,LED,2,40x2,135,40,80,,,,
,100323,NAJAFGARH,28.612433,77.042741,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.61238,77.042932,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.61237,77.04307,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612322,77.043114,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612421,77.043104,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612438,77.04317,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612438,77.043171,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612389,77.043344,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612387,77.043338,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612477,77.043596,LED,2,80x2,135,80,160,,,,
,100323,NAJAFGARH,28.612471,77.043584,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.61246,77.043594,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612445,77.043622,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.61239,77.043797,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612402,77.043926,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612592,77.044027,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612594,77.044027,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612626,77.04314,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612684,77.042999,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612633,77.042735,LED,2,80x2,135,80,160,,,,
,100323,NAJAFGARH,28.612769,77.042798,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612769,77.042799,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612771,77.042794,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612869,77.04283,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612787,77.043092,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612869,77.04314,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612869,77.043142,LED,2,80x2,135,80,160,,,,
,100323,NAJAFGARH,28.612869,77.043143,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612863,77.043164,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612847,77.043228,LED,1,40,135,40,40,,,,
,100323,NAJAFGARH,28.612858,77.043361,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.61286,77.043378,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612838,77.043501,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612926,77.043701,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.6129,77.043947,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612672,77.044259,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612684,77.044261,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612693,77.044264,LED,2,80x2,135,80,160,,,,
,100323,NAJAFGARH,28.612705,77.044264,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612719,77.044262,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612808,77.044217,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.612905,77.044195,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613109,77.043711,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.61307,77.043443,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613224,77.043147,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613207,77.043147,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613177,77.043155,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613172,77.043068,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613172,77.043068,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.61326,77.04288,LED,1,70,135,70,70,,,,
,100323,NAJAFGARH,28.613262,77.042878,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613262,77.042876,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613251,77.042879,LED,2,80x2,135,80,160,,,,
,100323,NAJAFGARH,28.61323,77.042869,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613185,77.042858,LED,1,72,135,72,72,,,,
,100323,NAJAFGARH,28.613033,77.042851,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613013,77.042845,LED,1,80,135,80,80,,,,
,100323,NAJAFGARH,28.613005,77.042857,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.607328,77.024538,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.607311,77.023981,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.607313,77.024005,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.607317,77.024028,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.607317,77.024051,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.607322,77.024092,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.607328,77.024112,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.607109,77.024119,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.607089,77.024103,LED,2,80X2,135,80,160,,,,
,100234,NAJAFGARH,28.607101,77.024119,LED,2,80X2,135,80,160,,,,
,100234,NAJAFGARH,28.607108,77.024133,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.607109,77.024152,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.606802,77.024633,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.606779,77.024635,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.606602,77.024546,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.606603,77.024574,LED,2,80X2,135,80,160,,,,
,100234,NAJAFGARH,28.606361,77.024637,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.606357,77.024629,LED,1,80,135,80,80,,,,
,100234,NAJAFGARH,28.60698,77.025391,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.60819,77.024279,LED,2,80X2,135,80,160,,,,
,100426,NAJAFGARH,28.607559,77.024061,LED,2,80X2,135,80,160,,,,
,100426,NAJAFGARH,28.607908,77.023887,LED,2,80X2,135,80,160,,,,
,100426,NAJAFGARH,28.607904,77.023908,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.607903,77.023919,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.607898,77.023949,LED,3,80x3,135,80,240,,,,
,100426,NAJAFGARH,28.607897,77.02396,LED,1,40,135,40,40,,,,
,100426,NAJAFGARH,28.608424,77.024438,LED,2,80X2,135,80,160,,,,
,100426,NAJAFGARH,28.608973,77.024744,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.608991,77.024748,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.609015,77.024745,LED,2,80X2,135,80,160,,,,
,100426,NAJAFGARH,28.609036,77.024742,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.609074,77.024724,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.609086,77.024722,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.609104,77.024715,LED,4,140X4,135,140,560,,,,
,100426,NAJAFGARH,28.608099,77.024672,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.608074,77.024669,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.608049,77.024677,LED,1,80,135,80,80,,,,
,100426,NAJAFGARH,28.608002,77.024675,LED,1,80,135,80,80,,,,
,100355,NAJAFGARH,28.608754,77.030723,LED,2,80X2,135,80,160,,,,
,100355,NAJAFGARH,28.609099,77.030735,LED,1,80,135,80,80,,,,
,100355,NAJAFGARH,28.609171,77.030739,LED,1,80,135,80,80,,,,
,100355,NAJAFGARH,28.609193,77.030499,LED,1,80,135,80,80,,,,
,100355,NAJAFGARH,28.609194,77.030499,LED,1,80,135,80,80,,,,
,100355,NAJAFGARH,28.609191,77.030499,LED,1,80,135,80,80,,,,
,100355,NAJAFGARH,28.609233,77.030272,LED,2,80X2,135,80,160,,,,
,100355,NAJAFGARH,28.60928,77.030275,LED,1,80,135,80,80,,,,
,100355,NAJAFGARH,28.608873,77.030262,LED,2,80X2,135,80,160,,,,
,100355,NAJAFGARH,28.608627,77.030275,LED,1,80,135,80,80,,,,
,100355,NAJAFGARH,28.608589,77.030269,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.6085,77.027175,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608755,77.027283,LED,2,"80x1,40x1",135,"80x1,40x1",120,,,,
,100362,NAJAFGARH,28.608755,77.027305,LED,2,"80x1,40x1",135,"80x1,40x1",120,,,,
,100362,NAJAFGARH,28.608042,77.027402,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608035,77.027405,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608015,77.027409,LED,1,40,135,40,40,,,,
,100362,NAJAFGARH,28.608002,77.027414,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.607679,77.027195,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.607704,77.027187,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.607713,77.027186,LED,2,80X2,135,80,160,,,,
,100362,NAJAFGARH,28.607732,77.027185,LED,2,80X2,135,80,160,,,,
,100362,NAJAFGARH,28.607759,77.027185,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.607842,77.027188,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608835,77.02752,LED,2,80X2,135,80,160,,,,
,100362,NAJAFGARH,28.608835,77.02754,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608636,77.027724,LED,1,40,135,40,40,,,,
,100362,NAJAFGARH,28.608754,77.028042,LED,1,40,135,40,40,,,,
,100362,NAJAFGARH,28.608753,77.028044,LED,1,40,135,40,40,,,,
,100362,NAJAFGARH,28.608748,77.028049,LED,1,40,135,40,40,,,,
,100362,NAJAFGARH,28.608757,77.028153,LED,1,40,135,40,40,,,,
,100362,NAJAFGARH,28.60888,77.026905,LED,1,40,135,40,40,,,,
,100362,NAJAFGARH,28.608854,77.026825,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608984,77.026718,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608961,77.026711,LED,1,40,135,40,40,,,,
,100362,NAJAFGARH,28.608494,77.026739,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608479,77.02673,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608455,77.026724,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608091,77.026693,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608081,77.026691,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608304,77.029601,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608307,77.029619,LED,1,80,135,80,80,,,,
,100362,NAJAFGARH,28.608309,77.029641,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606917,77.025386,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606929,77.025353,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606815,77.025405,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606824,77.0257,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606814,77.025767,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606817,77.02602,LED,2,80X2,135,80,160,,,,
,100437,NAJAFGARH,28.606798,77.02603,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606767,77.025103,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606766,77.0251,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606762,77.025196,LED,2,80X2,135,80,160,,,,
,100437,NAJAFGARH,28.60676,77.025208,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606556,77.025346,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606552,77.025059,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.60656,77.025025,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606317,77.025347,LED,2,80X2,135,80,160,,,,
,100437,NAJAFGARH,28.606443,77.025351,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.606457,77.025354,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.60655,77.025678,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.607055,77.025401,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.607081,77.025249,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.607091,77.025219,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.607095,77.025223,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.607284,77.025403,LED,1,80,135,80,80,,,,
,100437,NAJAFGARH,28.607348,77.025186,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.605906,77.0246,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.605827,77.024612,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.605373,77.025086,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.605418,77.025466,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.605458,77.025594,LED,2,80X2,135,80,160,,,,
,100327,NAJAFGARH,28.605376,77.025864,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.605389,77.026157,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.605408,77.02646,LED,2,80X2,135,80,160,,,,
,100327,NAJAFGARH,28.605407,77.026461,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.605723,77.026481,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.605723,77.026479,LED,2,80X2,135,80,160,,,,
,100327,NAJAFGARH,28.605682,77.026477,LED,1,80,135,80,80,,,,
,100327,NAJAFGARH,28.605747,77.026468,LED,2,80X2,135,80,160,,,,
,100327,NAJAFGARH,28.605874,77.026497,LED,2,80X2,135,80,160,,,,
,100327,NAJAFGARH,28.605875,77.026498,LED,4,140X4,135,140,560,,,,
,100327,NAJAFGARH,28.606032,77.026514,LED,1,80,135,80,80,,,,
