SR. NO.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,
124,WZ-111-017,WEST,28.629146,77.118769,LED,1,45,111,45,45,,,
125,WZ-111-017,WEST,28.62926,77.118772,LED,1,45,111,45,45,,,
126,WZ-111-017,WEST,28.629336,77.118774,LED,1,45,111,45,45,,,
127,WZ-111-017,WEST,28.629417,77.118772,LED,1,45,111,45,45,,,
128,WZ-111-017,WEST,28.629512,77.118775,LED,1,45,111,45,45,,,
129,WZ-111-017,WEST,28.629608,77.118791,LED,1,45,111,45,45,,,
130,WZ-111-017,WEST,28.629704,77.118797,LED,1,45,111,45,45,,,
131,WZ-111-017,WEST,28.629782,77.11881,LED,1,70,111,70,70,,,
132,WZ-111-017,WEST,28.629869,77.11881,LED,1,70,111,70,70,,,
133,WZ-111-017,WEST,28.62995,77.118803,LED,1,70,111,70,70,,,
134,WZ-111-017,WEST,28.630056,77.118802,LED,1,70,111,70,70,,,
135,WZ-111-017,WEST,28.630141,77.118789,LED,1,70,111,70,70,,,
136,WZ-111-017,WEST,28.630242,77.118766,LED,1,70,111,70,70,,,
137,WZ-111-017,WEST,28.630367,77.118765,LED,1,70,111,70,70,,,
138,WZ-111-017,WEST,28.630567,77.118765,LED,1,70,111,70,70,,,
139,WZ-111-017,WEST,28.630644,77.118758,LED,1,45,111,45,45,,,
140,WZ-111-017,WEST,28.630543,77.118907,LED,1,45,111,45,45,,,
141,WZ-111-017,WEST,28.630189,77.118608,LED,1,45,111,45,45,,,
142,WZ-111-017,WEST,28.630198,77.118551,LED,1,45,111,45,45,,,
143,WZ-111-017,WEST,28.630213,77.118471,LED,1,45,111,45,45,,,
144,WZ-111-017,WEST,28.630312,77.118457,LED,1,45,111,45,45,,,
145,WZ-111-017,WEST,28.630568,77.118494,LED,1,45,111,45,45,,,
146,WZ-111-017,WEST,28.630605,77.118491,LED,1,45,111,45,45,,,
147,WZ-111-017,WEST,28.630143,77.118443,LED,1,45,111,45,45,,,
148,WZ-111-017,WEST,28.630072,77.11844,LED,1,140,111,140,140,,,
149,WZ-111-017,WEST,28.629885,77.118444,LED,1,40,111,40,40,,,
150,WZ-111-017,WEST,28.629652,77.118487,LED,1,40,111,40,40,,,
151,WZ-111-017,WEST,28.629472,77.118474,LED,1,40,111,40,40,,,
152,WZ-111-017,WEST,28.629434,77.118484,LED,1,40,111,40,40,,,
153,WZ-111-017,WEST,28.629112,77.118477,LED,1,40,111,40,40,,,
154,WZ-111-017,WEST,28.629041,77.118482,LED,1,40,111,40,40,,,
155,WZ-111-017,WEST,28.628895,77.118484,LED,1,70,111,70,70,,,
156,WZ-111-017,WEST,28.628764,77.118481,LED,1,70,111,70,70,,,
157,WZ-111-017,WEST,28.628638,77.118472,LED,1,70,111,70,70,,,
158,WZ-111-017,WEST,28.628563,77.118253,LED,1,70,111,70,70,,,
159,WZ-111-017,WEST,28.628947,77.118279,LED,1,70,111,70,70,,,
160,WZ-111-017,WEST,28.62923,77.118293,LED,1,70,111,70,70,,,
161,WZ-111-017,WEST,28.629462,77.118279,LED,1,70,111,70,70,,,
162,WZ-111-017,WEST,28.62977,77.118283,LED,1,70,111,70,70,,,
163,WZ-111-017,WEST,28.629917,77.118537,LED,1,70,111,70,70,,,
1,WZ-105-010,West,28.6464,77.11848,LED,1,72,105,72,72,,,
2,WZ-105-010,West,28.646604,77.118888,LED,2,72X2,105,72,144,,,
3,WZ-105-010,West,28.646752,77.119274,LED,2,72X2,105,72,144,,,
4,WZ-105-010,West,28.646918,77.11963,LED,2,72X2,105,72,144,,,
5,WZ-105-010,West,28.647068,77.120049,LED,2,72X2,105,72,144,,,
6,WZ-105-010,West,28.647215,77.12035,LED,2,72X2,105,72,144,,,
7,WZ-105-010,West,28.647334,77.120716,LED,2,72X2,105,72,144,,,
8,WZ-105-010,West,28.647498,77.121141,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,
9,WZ-105-010,West,28.647572,77.121121,LED,1,45,105,45,45,,,
10,WZ-105-010,West,28.647555,77.120601,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,
11,WZ-105-010,West,28.6477,77.120398,LED,1,72,105,72,72,,,
12,WZ-105-010,West,28.647892,77.120573,LED,2,72X2,105,72,144,,,
13,WZ-105-010,West,28.647981,77.120744,LED,1,45,105,45,45,,,
14,WZ-105-010,West,28.648113,77.121059,LED,1,45,105,45,45,,,
15,WZ-105-010,West,28.648221,77.121399,LED,1,72,105,72,72,,,
16,WZ-105-010,West,28.648171,77.121257,LED,1,45,105,45,45,,,
17,WZ-105-010,West,28.647626,77.120122,LED,1,72,105,72,72,,,
20,WZ-105-010,West,28.647463,77.119545,LED,1,72,105,72,72,,,
21,WZ-105-010,West,28.647291,77.119173,LED,1,72,105,72,72,,,
22,WZ-105-010,West,28.647101,77.118778,LED,1,72,105,72,72,,,
23,WZ-105-010,West,28.646897,77.118378,LED,1,72,105,72,72,,,
24,WZ-105-010,West,28.646896,77.118376,LED,1,72,105,72,72,,,
25,WZ-105-010,West,28.646938,77.118332,LED,1,72,105,72,72,,,
26,WZ-105-010,West,28.646937,77.118352,LED,1,72,105,72,72,,,
27,WZ-105-010,West,28.646714,77.118392,LED,1,72,105,72,72,,,
28,WZ-105-010,West,28.646706,77.11848,LED,1,72,105,72,72,,,
29,WZ-105-010,West,28.646713,77.118511,LED,1,72,105,72,72,,,
30,WZ-105-010,West,28.646815,77.118649,LED,1,72,105,72,72,,,
31,WZ-105-010,West,28.646882,77.118947,LED,1,72,105,72,72,,,
32,WZ-105-010,West,28.646926,77.119171,LED,1,72,105,72,72,,,
33,WZ-105-010,West,28.647011,77.119389,LED,1,72,105,72,72,,,
34,WZ-105-010,West,28.647144,77.119569,LED,1,72,105,72,72,,,
35,WZ-105-010,West,28.647225,77.119779,LED,1,72,105,72,72,,,
36,WZ-105-010,West,28.647295,77.119924,LED,1,72,105,72,72,,,
37,WZ-105-010,West,28.647395,77.120157,LED,1,72,105,72,72,,,
38,WZ-105-010,West,28.646483,77.118554,LED,1,72,105,72,72,,,
1,WZ-101-007,West,28.65192,77.114699,LED,1,72,101,72,72,,,
2,WZ-101-007,West,28.652127,77.115001,LED,1,72,101,72,72,,,
3,WZ-101-007,West,28.652003,77.115116,LED,1,72,101,72,72,,,
4,WZ-101-007,West,28.651872,77.115215,LED,1,45,101,45,45,,,
5,WZ-101-007,West,28.651751,77.115098,LED,1,45,101,45,45,,,
7,WZ-101-007,West,28.652198,77.115285,LED,1,70,101,70,70,,,
8,WZ-101-007,West,28.652419,77.115075,LED,1,20,101,20,20,,,
9,WZ-101-007,West,28.652551,77.114949,LED,1,20,101,20,20,,,
10,WZ-101-007,West,28.652324,77.11536,LED,2,"70X1,72X1",101,"70X1,72X1",142,,,
11,WZ-101-007,West,28.652371,77.115404,LED,2,"70X1,72X1",101,"70X1,72X1",142,,,
12,WZ-101-007,West,28.652503,77.115674,LED,1,72,101,72,72,,,
13,WZ-101-007,West,28.652695,77.115983,LED,2,72X1,101,72,144,,,
15,WZ-101-007,West,28.652852,77.116211,LED,4,140X4,101,140,560,,,
16,WZ-101-007,West,28.652882,77.116221,LED,1,72,101,72,72,,,
17,WZ-101-007,West,28.652943,77.11621,LED,1,70,101,70,70,,,
18,WZ-101-007,West,28.653067,77.116132,LED,1,72,101,72,72,,,
19,WZ-101-007,West,28.653241,77.115998,LED,1,72,101,72,72,,,
20,WZ-101-007,West,28.653383,77.115892,LED,4,140X4,101,140,560,,,
21,WZ-101-007,West,28.653386,77.115873,LED,1,72,101,72,72,,,
22,WZ-101-007,West,28.65333,77.115836,LED,1,20,101,20,20,,,
23,WZ-101-007,West,28.653259,77.115794,LED,1,20,101,20,20,,,
24,WZ-101-007,West,28.6533,77.11584,LED,1,45,101,45,45,,,
25,WZ-101-007,West,28.653204,77.115771,LED,1,45,101,45,45,,,
26,WZ-101-007,West,28.653188,77.115766,LED,1,45,101,45,45,,,
27,WZ-101-007,West,28.653128,77.115797,LED,1,72,101,72,72,,,
28,WZ-101-007,West,28.653008,77.115904,LED,1,20,101,20,20,,,
29,WZ-101-007,West,28.653016,77.116065,LED,1,72,101,72,72,,,
30,WZ-101-007,West,28.652974,77.115923,LED,1,72,101,72,72,,,
31,WZ-101-007,West,28.652848,77.115737,LED,1,72,101,72,72,,,
32,WZ-101-007,West,28.652768,77.115577,LED,2,72X1,101,72,144,,,
33,WZ-101-007,West,28.652793,77.115505,LED,1,72,101,72,72,,,
34,WZ-101-007,West,28.652894,77.115403,LED,1,72,101,72,72,,,
35,WZ-101-007,West,28.652689,77.115584,LED,1,72,101,72,72,,,
37,WZ-101-007,West,28.653206,77.115629,LED,4,140X4,101,140,560,,,
38,WZ-101-007,West,28.65307,77.115468,LED,1,45,101,45,45,,,
39,WZ-101-007,West,28.652965,77.115261,LED,2,"45X1,72X1",101,"45X1,72X1",117,,,
40,WZ-101-007,West,28.652846,77.11503,LED,1,72,101,72,72,,,
41,WZ-101-007,West,28.6527,77.115089,LED,1,72,101,72,72,,,
42,WZ-101-007,West,28.652555,77.115242,LED,1,72,101,72,72,,,
43,WZ-101-007,West,28.652643,77.114718,LED,1,72,101,72,72,,,
44,WZ-101-007,West,28.652546,77.114457,LED,1,70,101,70,70,,,
45,WZ-101-007,West,28.6524,77.114295,LED,1,72,101,72,72,,,
46,WZ-101-007,West,28.652232,77.114404,LED,1,20,101,20,20,,,
47,WZ-101-007,West,28.652073,77.114489,LED,1,45,101,45,45,,,
48,WZ-101-007,West,28.652254,77.114912,LED,1,72,101,72,72,,,
49,WZ-101-007,West,28.651762,77.114562,LED,1,72,101,72,72,,,
50,WZ-101-007,West,28.651718,77.114438,LED,1,72,101,72,72,,,
51,WZ-101-007,West,28.651713,77.114284,LED,1,45,101,45,45,,,
52,WZ-101-007,West,28.651946,77.114131,LED,1,45,101,45,45,,,
53,WZ-101-007,West,28.651838,77.114127,LED,1,72,101,72,72,,,
54,WZ-101-007,West,28.651881,77.114162,LED,1,72,101,72,72,,,
55,WZ-101-007,West,28.652019,77.114507,LED,1,20,101,20,20,,,
56,WZ-101-007,West,28.651969,77.11432,LED,1,20,101,20,20,,,
58,WZ-101-007,West,28.651916,77.114338,LED,1,20,101,20,20,,,
59,WZ-101-007,West,28.65196,77.114567,LED,4,140X4,101,140,560,,,
60,WZ-101-007,West,28.652025,77.113615,LED,1,70,101,70,70,,,
61,WZ-101-007,West,28.65202,77.113604,LED,1,70,101,70,70,,,
62,WZ-101-007,West,28.652011,77.113592,LED,2,"70X1,72X1",101,"70X1,72X1",142,,,
63,WZ-101-007,West,28.651644,77.113657,LED,1,72,101,72,72,,,
64,WZ-101-007,West,28.651506,77.113863,LED,1,70,101,70,70,,,
65,WZ-101-007,West,28.651348,77.113899,LED,1,45,101,45,45,,,
67,WZ-101-007,West,28.651353,77.114093,LED,1,70,101,70,70,,,
68,WZ-101-007,West,28.651479,77.114214,LED,1,72,101,72,72,,,
69,WZ-101-007,West,28.65158,77.114256,LED,1,45,101,45,45,,,
70,WZ-101-007,West,28.651591,77.114077,LED,2,72X1,101,72,144,,,
71,WZ-101-007,West,28.651687,77.114133,LED,1,72,101,72,72,,,
72,WZ-101-007,West,28.651881,77.113906,LED,2,"72X1,70X1",101,"72X1,70X1",142,,,
73,WZ-101-007,West,28.651927,77.113739,LED,3,140X3,101,140,420,,,
75,WZ-101-007,West,28.651084,77.11386,LED,1,72,101,72,72,,,
76,WZ-101-007,West,28.650916,77.113612,LED,1,72,101,72,72,,,
77,WZ-101-007,West,28.651126,77.113489,LED,2,45X2,101,45,90,,,
78,WZ-101-007,West,28.651228,77.11361,LED,2,"80X1,72X1",101,"80X1,72X1",152,,,
79,WZ-101-007,West,28.651251,77.113339,LED,1,20,101,20,20,,,
80,WZ-101-007,West,28.65119,77.113245,LED,2,20X2,101,20,40,,,
81,WZ-101-007,West,28.651495,77.112995,LED,2,105X2,101,105,210,,,
82,WZ-101-007,West,28.652237,77.113973,LED,1,72,101,72,72,,,
83,WZ-101-007,West,28.651915,77.11434,LED,1,72,101,72,72,,,
84,WZ-101-007,West,28.651915,77.113484,LED,1,72,101,72,72,,,
1,WZ-105-032,West,28.648739,77.113048,LED,1,45,105,45,45,,,
2,WZ-105-032,West,28.648692,77.112927,LED,1,45,105,45,45,,,
3,WZ-105-032,West,28.648693,77.113002,LED,1,45,105,45,45,,,
4,WZ-105-032,West,28.648725,77.113038,LED,1,45,105,45,45,,,
5,WZ-105-032,West,28.648794,77.113091,LED,1,45,105,45,45,,,
6,WZ-105-032,West,28.648806,77.113153,LED,1,45,105,45,45,,,
7,WZ-105-032,West,28.64883,77.113184,LED,1,45,105,45,45,,,
8,WZ-105-032,West,28.648926,77.113298,LED,1,45,105,45,45,,,
9,WZ-105-032,West,28.649003,77.113514,LED,1,70,105,70,70,,,
10,WZ-105-032,West,28.649047,77.113614,LED,4,190X4,105,190,760,,,
11,WZ-105-032,West,28.649211,77.113837,LED,1,72,105,72,72,,,
12,WZ-105-032,West,28.64939,77.114116,LED,1,72,105,72,72,,,
13,WZ-105-032,West,28.64952,77.114377,LED,1,72,105,72,72,,,
14,WZ-105-032,West,28.65001,77.11411,LED,1,72,105,72,72,,,
15,WZ-105-032,West,28.649955,77.114113,LED,1,72,105,72,72,,,
16,WZ-105-032,West,28.649858,77.113967,LED,1,72,105,72,72,,,
17,WZ-105-032,West,28.649759,77.113843,LED,1,72,105,72,72,,,
18,WZ-105-032,West,28.64974,77.113725,LED,1,72,105,72,72,,,
19,WZ-105-032,West,28.649652,77.11364,LED,1,72,105,72,72,,,
20,WZ-105-032,West,28.64979,77.113426,LED,1,35,105,35,35,,,
21,WZ-105-032,West,28.649834,77.113321,LED,1,35,105,35,35,,,
22,WZ-105-032,West,28.649851,77.113315,LED,1,35,105,35,35,,,
23,WZ-105-032,West,28.649934,77.113245,LED,1,35,105,35,35,,,
24,WZ-105-032,West,28.650071,77.11316,LED,1,35,105,35,35,,,
25,WZ-105-032,West,28.650168,77.112983,LED,1,35,105,35,35,,,
26,WZ-105-032,West,28.650003,77.112949,LED,1,35,105,35,35,,,
27,WZ-105-032,West,28.649939,77.113069,LED,1,35,105,35,35,,,
28,WZ-105-032,West,28.650005,77.113083,LED,1,35,105,35,35,,,
29,WZ-105-032,West,28.649857,77.113167,LED,1,35,105,35,35,,,
30,WZ-105-032,West,28.649834,77.113174,LED,1,35,105,35,35,,,
31,WZ-105-032,West,28.649827,77.113186,LED,1,35,105,35,35,,,
32,WZ-105-032,West,28.649682,77.113199,LED,1,35,105,35,35,,,
33,WZ-105-032,West,28.649638,77.113333,LED,1,35,105,35,35,,,
34,WZ-105-032,West,28.649676,77.113474,LED,1,35,105,35,35,,,
35,WZ-105-032,West,28.649549,77.113432,LED,4,190X4,105,190,760,,,
36,WZ-105-032,West,28.64954,77.113419,LED,1,190,105,190,190,,,
37,WZ-105-032,West,28.649239,77.113389,LED,1,45,105,45,45,,,
38,WZ-105-032,West,28.649241,77.113405,LED,1,45,105,45,45,,,
39,WZ-105-032,West,28.649368,77.113295,LED,1,45,105,45,45,,,
40,WZ-105-032,West,28.649528,77.113173,LED,1,72,105,72,72,,,
41,WZ-105-032,West,28.649703,77.113068,LED,1,72,105,72,72,,,
42,WZ-105-032,West,28.649731,77.113048,LED,1,72,105,72,72,,,
43,WZ-105-032,West,28.649867,77.112964,LED,1,72,105,72,72,,,
44,WZ-105-032,West,28.649962,77.112828,LED,1,45,105,45,45,,,
45,WZ-105-032,West,28.649811,77.112403,LED,1,72,105,72,72,,,
46,WZ-105-032,West,28.649716,77.112421,LED,1,72,105,72,72,,,
47,WZ-105-032,West,28.649532,77.112268,LED,1,35,105,35,35,,,
48,WZ-105-032,West,28.649186,77.111618,LED,1,35,105,35,35,,,
49,WZ-105-032,West,28.649314,77.111978,LED,1,35,105,35,35,,,
50,WZ-105-032,West,28.64949,77.112592,LED,1,72,105,72,72,,,
52,WZ-105-032,West,28.64925,77.112772,LED,1,45,105,45,45,,,
53,WZ-105-032,West,28.648994,77.112968,LED,1,72,105,72,72,,,
55,WZ-105-032,West,28.649216,77.112441,LED,1,72,105,72,72,,,
56,WZ-105-032,West,28.649122,77.112186,LED,4,140X4,105,140,560,,,
57,WZ-105-032,West,28.649052,77.112058,LED,1,72,105,72,72,,,
59,WZ-105-032,West,28.64893,77.111715,LED,1,72,105,72,72,,,
60,WZ-105-032,West,28.648913,77.111546,LED,1,72,105,72,72,,,
1,WZ-105-033,West,28.650712,77.111387,LED,1,72,105,72,72,,,
2,WZ-105-033,West,28.650892,77.111539,LED,1,35,105,35,35,,,
3,WZ-105-033,West,28.650828,77.111368,LED,1,35,105,35,35,,,
4,WZ-105-033,West,28.650903,77.11121,LED,1,35,105,35,35,,,
5,WZ-105-033,West,28.650946,77.111176,LED,1,35,105,35,35,,,
6,WZ-105-033,West,28.651249,77.111545,LED,1,35,105,35,35,,,
7,WZ-105-033,West,28.65109,77.111729,LED,1,35,105,35,35,,,
8,WZ-105-033,West,28.650971,77.111511,LED,1,72,105,72,72,,,
9,WZ-105-033,West,28.650633,77.11133,LED,1,35,105,35,35,,,
10,WZ-105-033,West,28.650695,77.111214,LED,1,72,105,72,72,,,
11,WZ-105-033,West,28.650853,77.111108,LED,1,72,105,72,72,,,
12,WZ-105-033,West,28.65119,77.110938,LED,2,72X1,105,72,144,,,
13,WZ-105-033,West,28.651211,77.110913,LED,1,72,105,72,72,,,
14,WZ-105-033,West,28.651493,77.110776,LED,3,140X3,105,140,420,,,
16,WZ-105-033,West,28.651525,77.110683,LED,1,72,105,72,72,,,
17,WZ-105-033,West,28.651399,77.110493,LED,2,72X1,105,72,144,,,
18,WZ-105-033,West,28.651329,77.110363,LED,1,72,105,72,72,,,
19,WZ-105-033,West,28.65143,77.110371,LED,1,72,105,72,72,,,
22,WZ-105-033,West,28.651665,77.109912,LED,1,72,105,72,72,,,
23,WZ-105-033,West,28.652026,77.109889,LED,1,45,105,45,45,,,
24,WZ-105-033,West,28.652139,77.109881,LED,1,72,105,72,72,,,
25,WZ-105-033,West,28.651241,77.109839,LED,4,140X4,105,140,560,,,
26,WZ-105-033,West,28.651231,77.110074,LED,1,72,105,72,72,,,
27,WZ-105-033,West,28.651133,77.109934,LED,1,72,105,72,72,,,
28,WZ-105-033,West,28.650813,77.109833,LED,2,72X1,105,72,144,,,
29,WZ-105-033,West,28.650817,77.109878,LED,1,72,105,72,72,,,
30,WZ-105-033,West,28.650757,77.109875,LED,1,35,105,35,35,,,
31,WZ-105-033,West,28.650618,77.109781,LED,1,35,105,35,35,,,
32,WZ-105-033,West,28.650729,77.109899,LED,1,72,105,72,72,,,
33,WZ-105-033,West,28.650641,77.109785,LED,1,72,105,72,72,,,
35,WZ-105-033,West,28.650545,77.109692,LED,1,35,105,35,35,,,
36,WZ-105-033,West,28.651034,77.110508,LED,1,72,105,72,72,,,
37,WZ-105-033,West,28.650935,77.110444,LED,1,72,105,72,72,,,
38,WZ-105-033,West,28.651137,77.110702,LED,1,72,105,72,72,,,
39,WZ-105-033,West,28.65061,77.110278,LED,1,72,105,72,72,,,
40,WZ-105-033,West,28.650543,77.110388,LED,1,72,105,72,72,,,
41,WZ-105-033,West,28.650336,77.110449,LED,1,72,105,72,72,,,
42,WZ-105-033,West,28.650367,77.110201,LED,1,72,105,72,72,,,
43,WZ-105-033,West,28.650252,77.110019,LED,1,45,105,45,45,,,
44,WZ-105-033,West,28.650132,77.109797,LED,1,72,105,72,72,,,
47,WZ-105-033,West,28.649813,77.11004,LED,1,72,105,72,72,,,
49,WZ-105-033,West,28.649881,77.109667,LED,1,35,105,35,35,,,
50,WZ-105-033,West,28.649901,77.109635,LED,1,72,105,72,72,,,
51,WZ-105-033,West,28.649867,77.109546,LED,1,72,105,72,72,,,
54,WZ-105-033,West,28.649634,77.109641,LED,1,35,105,35,35,,,
56,WZ-105-033,West,28.649971,77.110176,LED,1,72,105,72,72,,,
57,WZ-105-033,West,28.650049,77.110342,LED,1,45,105,45,45,,,
59,WZ-105-033,West,28.650179,77.110606,LED,1,72,105,72,72,,,
60,WZ-105-033,West,28.65028,77.110399,LED,1,72,105,72,72,,,
61,WZ-105-033,West,28.650259,77.11077,LED,1,72,105,72,72,,,
62,WZ-105-033,West,28.650337,77.110729,LED,1,72,105,72,72,,,
63,WZ-105-033,West,28.650409,77.110931,LED,2,72X1,105,72,144,,,
65,WZ-105-033,West,28.650606,77.110743,LED,1,72,105,72,72,,,
1,HVDS,West,28.651723,77.125498,LED,2,70X2,101,70,140,,,
2,HVDS,West,28.651497,77.125167,LED,2,72X1,101,72,144,,,
3,HVDS,West,28.651438,77.125118,LED,2,72X1,101,72,144,,,
4,HVDS,West,28.651591,77.125555,LED,2,70X2,101,70,140,,,
5,HVDS,West,28.651596,77.125553,LED,1,70,101,70,70,,,
6,HVDS,West,28.651248,77.125687,LED,1,70,101,70,70,,,
7,HVDS,West,28.651336,77.12526,LED,1,70,101,70,70,,,
8,HVDS,West,28.651185,77.125086,LED,1,70,101,70,70,,,
9,HVDS,West,28.651398,77.125671,LED,2,"70X1, 70X1",101,70,140,,,
10,HVDS,West,28.651239,77.12558,LED,1,45,101,45,45,,,
11,HVDS,West,28.651185,77.125464,LED,1,45,101,45,45,,,
12,HVDS,West,28.650971,77.125205,LED,2,45X2,101,45,90,,,
14,HVDS,West,28.651235,77.125825,LED,2,45X2,101,45,90,,,
15,HVDS,West,28.651032,77.125992,LED,2,45X2,101,45,90,,,
19,HVDS,West,28.651583,77.127124,LED,1,70,101,70,70,,,
20,HVDS,West,28.652001,77.126872,LED,1,70,101,70,70,,,
21,HVDS,West,28.651506,77.126031,LED,1,45,101,45,45,,,
22,HVDS,West,28.651595,77.126126,LED,1,45,101,45,45,,,
23,HVDS,West,28.651653,77.12623,LED,1,45,101,45,45,,,
24,HVDS,West,28.651728,77.126206,LED,1,45,101,45,45,,,
25,HVDS,West,28.651839,77.12605,LED,2,45X2,101,45,90,,,
29,HVDS,West,28.651857,77.126223,LED,4,140X4,101,140,560,,,
30,HVDS,West,28.651782,77.12643,LED,1,72,101,72,72,,,
31,HVDS,West,28.65199,77.126333,LED,1,45,101,45,45,,,
32,HVDS,West,28.652016,77.126859,LED,2,"70X1,72X1",101,"70X1,72X1",142,,,
33,HVDS,West,28.652195,77.127151,LED,1,70,101,70,70,,,
34,HVDS,West,28.652384,77.127507,LED,1,70,101,70,70,,,
35,HVDS,West,28.652581,77.127817,LED,1,70,101,70,70,,,
36,HVDS,West,28.652588,77.12798,LED,1,70,101,70,70,,,
37,HVDS,West,28.652809,77.127067,LED,1,72,101,72,72,,,
38,HVDS,West,28.65275,77.12665,LED,1,45,101,45,45,,,
39,HVDS,West,28.652651,77.127039,LED,1,70,101,70,70,,,
40,HVDS,West,28.652398,77.126663,LED,1,70,101,70,70,,,
41,HVDS,West,28.65237,77.126632,LED,1,70,101,70,70,,,
42,HVDS,West,28.65231,77.126435,LED,1,70,101,70,70,,,
43,HVDS,West,28.652202,77.126286,LED,1,70,101,70,70,,,
44,HVDS,West,28.652116,77.126124,LED,1,45,101,45,45,,,
45,HVDS,West,28.65197,77.125878,LED,2,72X1,101,72,144,,,
46,HVDS,West,28.65194,77.125817,LED,1,70,101,70,70,,,
48,HVDS,West,28.651814,77.125362,LED,2,"72X1, 45X1",101,"72X1, 45X1",117,,,
49,HVDS,West,28.651849,77.125326,LED,1,45,101,45,45,,,
50,HVDS,West,28.651976,77.125223,LED,1,45,101,45,45,,,
51,HVDS,West,28.651975,77.125219,LED,1,72,101,72,72,,,
52,HVDS,West,28.652046,77.125235,LED,2,140X2,101,140,280,,,
53,HVDS,West,28.652148,77.125391,LED,1,45,101,45,45,,,
54,HVDS,West,28.652241,77.125546,LED,3,72X3,101,72,216,,,
55,HVDS,West,28.652364,77.125906,LED,1,72,101,72,72,,,
56,HVDS,West,28.652622,77.126355,LED,2,70X2,101,70,140,,,
57,HVDS,West,28.65252,77.126473,LED,1,45,101,45,45,,,
58,HVDS,West,28.652497,77.126433,LED,1,45,101,45,45,,,
59,HVDS,West,28.652301,77.126147,LED,2,70X2,101,70,140,,,
60,HVDS,West,28.652112,77.125715,LED,2,70X2,101,70,140,,,
61,HVDS,West,28.652113,77.125715,LED,1,72,101,72,72,,,
62,HVDS,West,28.652869,77.12673,LED,2,70X2,101,70,140,,,
63,HVDS,West,28.652314,77.124996,LED,1,72,101,72,72,,,
64,HVDS,West,28.652452,77.124869,LED,2,70X2,101,70,140,,,
65,HVDS,West,28.652553,77.12488,LED,2,70X2,101,70,140,,,
66,HVDS,West,28.652649,77.124722,LED,1,70,101,70,70,,,
67,HVDS,West,28.652838,77.124583,LED,1,72,101,72,72,,,
68,HVDS,West,28.652499,77.125313,LED,1,70,101,70,70,,,
69,HVDS,West,28.652706,77.125791,LED,1,70,101,70,70,,,
70,HVDS,West,28.65299,77.126079,LED,1,45,101,45,45,,,
71,HVDS,West,28.653224,77.126353,LED,2,70X2,101,70,140,,,
72,HVDS,West,28.653238,77.12638,LED,1,72,101,72,72,,,
73,HVDS,West,28.653166,77.125905,LED,1,70,101,70,70,,,
74,HVDS,West,28.652738,77.12517,LED,1,70,101,70,70,,,
75,HVDS,West,28.652771,77.125124,LED,2,70X2,101,70,140,,,
76,HVDS,West,28.65337,77.125828,LED,1,70,101,70,70,,,
77,HVDS,West,28.653211,77.125527,LED,1,70,101,70,70,,,
78,HVDS,West,28.653029,77.125241,LED,1,70,101,70,70,,,
79,HVDS,West,28.652881,77.125001,LED,2,70X2,101,70,140,,,
1,WZ-105-013,West,28.642046,77.120669,LED,1,72,105,72,72,,,
2,WZ-105-013,West,28.641976,77.120472,LED,1,72,105,72,72,,,
3,WZ-105-013,West,28.641885,77.120249,LED,1,72,105,72,72,,,
4,WZ-105-013,West,28.641799,77.120047,LED,1,72,105,72,72,,,
5,WZ-105-013,West,28.64176,77.119789,LED,2,72X2,105,72,144,,,
6,WZ-105-013,West,28.641509,77.119825,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,
7,WZ-105-013,West,28.641642,77.120177,LED,2,72X2,105,72,144,,,
8,WZ-105-013,West,28.641743,77.120485,LED,1,72,105,72,72,,,
9,WZ-105-013,West,28.641836,77.120783,LED,1,72,105,72,72,,,
10,WZ-105-013,West,28.641798,77.120934,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,
11,WZ-105-013,West,28.641666,77.120941,LED,2,72X2,105,72,144,,,
12,WZ-105-013,West,28.641542,77.120756,LED,1,72,105,72,72,,,
13,WZ-105-013,West,28.641425,77.120474,LED,1,72,105,72,72,,,
14,WZ-105-013,West,28.641323,77.120198,LED,1,72,105,72,72,,,
15,WZ-105-013,West,28.641264,77.119976,LED,1,72,105,72,72,,,
16,WZ-105-013,West,28.640889,77.120092,LED,1,72,105,72,72,,,
18,WZ-105-013,West,28.641007,77.120579,LED,1,72,105,72,72,,,
19,WZ-105-013,West,28.641154,77.120913,LED,1,72,105,72,72,,,
20,WZ-105-013,West,28.641258,77.121231,LED,1,72,105,72,72,,,
21,WZ-105-013,West,28.641511,77.12112,LED,2,"45X1,72X1",105,"45X1,72X1",117,,,
22,WZ-105-013,West,28.641331,77.121257,LED,2,72X2,105,72,144,,,
23,WZ-105-013,West,28.641162,77.12136,LED,2,72X2,105,72,144,,,
24,WZ-105-013,West,28.640724,77.121851,LED,2,72X2,105,72,144,,,
25,WZ-105-013,West,28.640282,77.121833,LED,1,72,105,72,72,,,
26,WZ-105-013,West,28.639812,77.121803,LED,2,72X2,105,72,144,,,
27,WZ-105-013,West,28.639606,77.121448,LED,1,72,105,72,72,,,
