SR. NO.,CCMS NO,Zone,Ward No.,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Wattage,Connected Load,,,
43,SZ-165-042,south,165,28.566709,77.162708,LED,1,18,18,18,,,
44,SZ-165-042,south,165,28.5665,77.162635,LED,1,18,18,18,,,
45,SZ-165-042,south,165,28.566309,77.162368,LED,1,18,18,18,,,
46,SZ-165-042,south,165,28.566126,77.162124,LED,1,18,18,18,,,
47,SZ-165-042,south,165,28.566068,77.161942,LED,1,18,18,18,,,
48,SZ-165-042,south,165,28.565899,77.161966,LED,1,18,18,18,,,
49,SZ-165-042,south,165,28.565746,77.162066,LED,1,18,18,18,,,
50,SZ-165-042,south,165,28.565631,77.162338,LED,1,18,18,18,,,
51,SZ-165-042,south,165,28.565865,77.162789,LED,1,18,18,18,,,
52,SZ-165-042,south,165,28.565925,77.162937,LED,1,18,18,18,,,
53,SZ-165-042,south,165,28.565961,77.163176,LED,1,18,18,18,,,
54,SZ-165-042,south,165,28.565731,77.163357,LED,1,18,18,18,,,
55,SZ-165-042,south,165,28.565521,77.163507,LED,1,18,18,18,,,
56,SZ-165-042,south,165,28.565984,77.163174,LED,1,18,18,18,,,
57,SZ-165-042,south,165,28.566137,77.16332,LED,1,18,18,18,,,
58,SZ-165-042,south,165,28.566285,77.163582,LED,1,80,80,80,,,
59,SZ-165-042,south,165,28.566421,77.163787,LED,1,80,80,80,,,
60,SZ-165-042,south,165,28.566464,77.163867,LED,1,80,80,80,,,
61,SZ-165-042,south,165,28.566553,77.164052,LED,1,80,80,80,,,
62,SZ-165-042,south,165,28.566641,77.164223,LED,1,80,80,80,,,
63,SZ-165-042,south,165,28.566746,77.164408,LED,1,80,80,80,,,
64,SZ-165-042,south,165,28.566563,77.164584,LED,1,80,80,80,,,
65,SZ-165-042,south,165,28.566318,77.164752,LED,1,80,80,80,,,
66,SZ-165-042,south,165,28.566155,77.164971,LED,1,80,80,80,,,
67,SZ-165-042,south,165,28.566305,77.164728,LED,1,80,80,80,,,
68,SZ-165-042,south,165,28.566478,77.164641,LED,1,80,80,80,,,
69,SZ-165-042,south,165,28.566815,77.16438,LED,1,80,80,80,,,
70,SZ-165-042,south,165,28.567015,77.164258,LED,1,80,80,80,,,
71,SZ-165-042,south,165,28.56724,77.164084,LED,1,80,80,80,,,
72,SZ-165-042,south,165,28.567471,77.164188,LED,1,80,80,80,,,
73,SZ-165-042,south,165,28.567405,77.164085,LED,1,80,80,80,,,
74,SZ-165-042,south,165,28.567534,77.163903,LED,1,80,80,80,,,
75,SZ-165-042,south,165,28.567777,77.163675,LED,1,80,80,80,,,
76,SZ-165-042,south,165,28.567873,77.163459,LED,1,80,80,80,,,
77,SZ-165-042,south,165,28.567791,77.163321,LED,1,80,80,80,,,
78,SZ-165-042,south,165,28.567729,77.163169,LED,1,80,80,80,,,
79,SZ-165-042,south,165,28.567673,77.162898,LED,1,80,80,80,,,
80,SZ-165-042,south,165,28.567591,77.162946,LED,1,80,80,80,,,
81,SZ-165-042,south,165,28.56764,77.162904,LED,1,80,80,80,,,
82,SZ-165-042,south,165,28.567846,77.16272,LED,1,80,80,80,,,
83,SZ-165-042,south,165,28.56806,77.162485,LED,1,80,80,80,,,
84,SZ-165-042,south,165,28.568034,77.162439,LED,1,80,80,80,,,
85,SZ-165-042,south,165,28.567867,77.162067,LED,1,80,80,80,,,
86,SZ-165-042,south,165,28.567717,77.16181,LED,1,80,80,80,,,
87,SZ-165-042,south,165,28.567605,77.161589,LED,1,80,80,80,,,
88,SZ-165-042,south,165,28.56755,77.161508,LED,1,80,80,80,,,
89,SZ-165-042,south,165,28.567503,77.161225,LED,1,80,80,80,,,
90,SZ-165-042,south,165,28.567276,77.161038,LED,1,80,80,80,,,
91,SZ-165-042,south,165,28.567029,77.160723,LED,1,80,80,80,,,
92,SZ-165-042,south,165,28.566937,77.160496,LED,1,80,80,80,,,
93,SZ-165-042,south,165,28.566798,77.160542,LED,1,80,80,80,,,
94,SZ-165-042,south,165,28.566616,77.160617,LED,1,80,80,80,,,
95,SZ-165-042,south,165,28.56634,77.160818,LED,1,80,80,80,,,
96,SZ-165-042,south,165,28.565876,77.161156,LED,1,80,80,80,,,
97,SZ-165-042,south,165,28.565728,77.161025,LED,1,80,80,80,,,
98,SZ-165-042,south,165,28.56564,77.160865,LED,1,80,80,80,,,
99,SZ-165-042,south,165,28.565482,77.160624,LED,1,80,80,80,,,
100,SZ-165-042,south,165,28.565498,77.160699,LED,1,80,80,80,,,
101,SZ-165-042,south,165,28.565578,77.160913,LED,1,80,80,80,,,
102,SZ-165-042,south,165,28.565437,77.161006,LED,1,80,80,80,,,
103,SZ-165-042,south,165,28.565269,77.161119,LED,1,80,80,80,,,
104,SZ-165-042,south,165,28.564984,77.161293,LED,1,80,80,80,,,
105,SZ-165-042,south,165,28.564725,77.161498,LED,1,80,80,80,,,
106,SZ-165-042,south,165,28.564499,77.16161,LED,1,80,80,80,,,
107,SZ-165-042,south,165,28.564383,77.161724,LED,1,80,80,80,,,
108,SZ-165-042,south,165,28.565715,77.161135,LED,1,80,80,80,,,
109,SZ-165-042,south,165,28.565525,77.161385,LED,1,80,80,80,,,
110,SZ-165-042,south,165,28.565424,77.161443,LED,1,80,80,80,,,
111,SZ-165-042,south,165,28.565243,77.161602,LED,1,80,80,80,,,
112,SZ-165-042,south,165,28.56502,77.161752,LED,1,80,80,80,,,
113,SZ-165-042,south,165,28.564776,77.161919,LED,1,80,80,80,,,
114,SZ-165-042,south,165,28.565214,77.161779,LED,1,80,80,80,,,
115,SZ-165-042,south,165,28.565457,77.162096,LED,1,80,80,80,,,
116,SZ-165-042,south,165,28.56559,77.162153,LED,1,80,80,80,,,
117,SZ-165-042,south,165,28.565792,77.161987,LED,1,80,80,80,,,
118,SZ-165-042,south,165,28.566153,77.16177,LED,1,80,80,80,,,
119,SZ-165-042,south,165,28.566327,77.16161,LED,1,80,80,80,,,
120,SZ-165-042,south,165,28.566459,77.1615,LED,1,80,80,80,,,
121,SZ-165-042,south,165,28.56659,77.161424,LED,1,35,35,35,,,
122,SZ-165-042,south,165,28.566765,77.161417,LED,1,35,35,35,,,
123,SZ-165-042,south,165,28.56686,77.161589,LED,1,35,35,35,,,
124,SZ-165-042,south,165,28.567048,77.1619,LED,1,80,80,80,,,
125,SZ-165-042,south,165,28.56715,77.162091,LED,1,80,80,80,,,
126,SZ-165-042,south,165,28.567211,77.162217,LED,1,80,80,80,,,
127,SZ-165-042,south,165,28.567204,77.162318,LED,1,80,80,80,,,
128,SZ-165-042,south,165,28.567444,77.162159,LED,1,80,80,80,,,
129,SZ-165-042,south,165,28.567711,77.162013,LED,1,80,80,80,,,
130,SZ-165-042,south,165,28.567869,77.161998,LED,1,80,80,80,,,
131,SZ-165-042,south,165,28.567983,77.162223,LED,1,80,80,80,,,
132,SZ-165-042,south,165,28.568283,77.162411,LED,1,80,80,80,,,
133,SZ-165-042,south,165,28.568384,77.162371,LED,1,80,80,80,,,
134,SZ-165-042,south,165,28.568368,77.162263,LED,1,80,80,80,,,
135,SZ-165-042,south,165,28.568256,77.161975,LED,1,80,80,80,,,
136,SZ-165-042,south,165,28.568146,77.161747,LED,1,80,80,80,,,
137,SZ-165-042,south,165,28.568003,77.161457,LED,1,80,80,80,,,
138,SZ-165-042,south,165,28.567893,77.161338,LED,1,80,80,80,,,
139,SZ-165-042,south,165,28.5686,77.162034,LED,1,80,80,80,,,
140,SZ-165-042,south,165,28.568624,77.162643,LED,1,80,80,80,,,
141,SZ-165-042,south,165,28.568709,77.162868,LED,1,80,80,80,,,
142,SZ-165-042,south,165,28.568391,77.16324,LED,1,80,80,80,,,
143,SZ-165-042,south,165,28.568482,77.162836,LED,1,80,80,80,,,
1,SZ-172-044,South,172,28.525975,77.148695,LED,1,70,70,70,,,
2,SZ-172-044,South,172,28.526462,77.147682,LED,1,35,35,35,,,
3,SZ-172-044,South,172,28.52645,77.147676,LED,1,72,72,72,,,
4,SZ-172-044,South,172,28.526456,77.14768,LED,1,35,35,35,,,
5,SZ-172-044,South,172,28.526453,77.147676,LED,1,35,35,35,,,
6,SZ-172-044,South,172,28.526453,77.147676,LED,1,35,35,35,,,
7,SZ-172-044,South,172,28.526458,77.14767,LED,1,35,35,35,,,
8,SZ-172-044,South,172,28.526503,77.147599,LED,1,35,35,35,,,
9,SZ-172-044,South,172,28.52652,77.147585,LED,1,35,35,35,,,
10,SZ-172-044,South,172,28.526521,77.147584,LED,1,70,70,70,,,
11,SZ-172-044,South,172,28.526518,77.147586,LED,1,70,70,70,,,
12,SZ-172-044,South,172,28.526518,77.147586,LED,1,35,35,35,,,
13,SZ-172-044,South,172,28.526546,77.147482,LED,1,35,35,35,,,
14,SZ-172-044,South,172,28.526571,77.147484,LED,1,70,70,70,,,
15,SZ-172-044,South,172,28.526631,77.147236,LED,1,70,70,70,,,
16,SZ-172-044,South,172,28.526662,77.147213,LED,1,35,35,35,,,
17,SZ-172-044,South,172,28.526882,77.1469,LED,1,35,35,35,,,
18,SZ-172-044,South,172,28.526885,77.146896,LED,1,72,72,72,,,
19,SZ-172-044,South,172,28.526887,77.146892,LED,1,70,70,70,,,
20,SZ-172-044,South,172,28.52689,77.146888,LED,1,70,70,70,,,
21,SZ-172-044,South,172,28.526894,77.146884,LED,1,70,70,70,,,
22,SZ-172-044,South,172,28.526415,77.147237,LED,1,70,70,70,,,
23,SZ-172-044,South,172,28.526168,77.147178,LED,1,70,70,70,,,
24,SZ-172-044,South,172,28.525636,77.147289,LED,1,70,70,70,,,
25,SZ-172-044,South,172,28.526407,77.148006,LED,1,35,35,35,,,
26,SZ-172-044,South,172,28.52641,77.147883,LED,1,35,35,35,,,
27,SZ-172-044,South,172,28.526123,77.147577,LED,1,35,35,35,,,
28,SZ-172-044,South,172,28.526109,77.147571,LED,1,35,35,35,,,
29,SZ-172-044,South,172,28.526036,77.147561,LED,1,35,35,35,,,
30,SZ-172-044,South,172,28.525958,77.147508,LED,1,35,35,35,,,
31,SZ-172-044,South,172,28.525947,77.147499,LED,1,35,35,35,,,
32,SZ-172-044,South,172,28.525938,77.147486,LED,1,35,35,35,,,
33,SZ-172-044,South,172,28.525934,77.147473,LED,1,35,35,35,,,
34,SZ-172-044,South,172,28.525796,77.147397,LED,1,35,35,35,,,
35,SZ-172-044,South,172,28.525836,77.147255,LED,1,70,70,70,,,
36,SZ-172-044,South,172,28.525869,77.147234,LED,1,70,70,70,,,
37,SZ-172-044,South,172,28.52599,77.14731,LED,1,70,70,70,,,
1,SZ-166-008,South,166,28.553201,77.183189,LED,1,80,80,80,,,
2,SZ-166-008,South,166,28.553092,77.182947,LED,1,80,80,80,,,
3,SZ-166-008,South,166,28.553106,77.182775,LED,1,80,80,80,,,
4,SZ-166-008,South,166,28.553259,77.182529,LED,1,80,80,80,,,
5,SZ-166-008,South,166,28.553325,77.182331,LED,1,80,80,80,,,
6,SZ-166-008,South,166,28.553419,77.1821,LED,1,80,80,80,,,
7,SZ-166-008,South,166,28.553421,77.181924,LED,1,70,70,70,,,
8,SZ-166-008,South,166,28.552255,77.182988,LED,4,140X4,140,560,,,
9,SZ-166-008,South,166,28.552247,77.182996,LED,1,80,80,80,,,
10,SZ-166-008,South,166,28.552502,77.183235,LED,1,80,80,80,,,
11,SZ-166-008,South,166,28.552419,77.183334,LED,1,80,80,80,,,
12,SZ-166-008,South,166,28.552349,77.183493,LED,1,80,80,80,,,
13,SZ-166-008,South,166,28.552207,77.183702,LED,1,80,80,80,,,
14,SZ-166-008,South,166,28.552112,77.183833,LED,1,80,80,80,,,
15,SZ-166-008,South,166,28.552015,77.184002,LED,1,80,80,80,,,
16,SZ-166-008,South,166,28.551918,77.184139,LED,1,80,80,80,,,
17,SZ-166-008,South,166,28.552705,77.183326,LED,1,72,72,72,,,
18,SZ-166-008,South,166,28.55331,77.181639,LED,4,140X4,140,560,,,
19,SZ-166-008,South,166,28.553376,77.181717,LED,1,35,35,35,,,
20,SZ-166-008,South,166,28.553546,77.18176,LED,1,35,35,35,,,
21,SZ-166-008,South,166,28.553714,77.181841,LED,1,35,35,35,,,
22,SZ-166-008,South,166,28.55387,77.18189,LED,1,35,35,35,,,
23,SZ-166-008,South,166,28.554054,77.181956,LED,1,35,35,35,,,
24,SZ-166-008,South,166,28.554208,77.182014,LED,1,35,35,35,,,
25,SZ-166-008,South,166,28.554274,77.182015,LED,1,80,80,80,,,
26,SZ-166-008,South,166,28.553923,77.181709,LED,4,140X4,140,560,,,
27,SZ-166-008,South,166,28.554044,77.181551,LED,1,80,80,80,,,
28,SZ-166-008,South,166,28.553596,77.181342,LED,1,80,80,80,,,
29,SZ-166-008,South,166,28.553655,77.181113,LED,1,80,80,80,,,
30,SZ-166-008,South,166,28.553682,77.180963,LED,1,80,80,80,,,
31,SZ-166-008,South,166,28.55378,77.180673,LED,1,80,80,80,,,
32,SZ-166-008,South,166,28.553857,77.18035,LED,1,80,80,80,,,
33,SZ-166-008,South,166,28.553773,77.180289,LED,1,72,72,72,,,
34,SZ-166-008,South,166,28.553737,77.180157,LED,1,72,72,72,,,
35,SZ-166-008,South,166,28.553589,77.18009,LED,1,72,72,72,,,
36,SZ-166-008,South,166,28.553622,77.180091,LED,1,72,72,72,,,
37,SZ-166-008,South,166,28.553727,77.180197,LED,1,72,72,72,,,
1,SZ-166-010,South,166,28.553242,77.183589,LED,1,70,70,70,,,
2,SZ-166-010,South,166,28.553123,77.183695,LED,1,70,70,70,,,
3,SZ-166-010,South,166,28.553222,77.183719,LED,1,80,80,80,,,
4,SZ-166-010,South,166,28.553194,77.184246,LED,1,70,70,70,,,
5,SZ-166-010,South,166,28.552044,77.182899,LED,1,80,80,80,,,
6,SZ-166-010,South,166,28.552172,77.182911,LED,1,80,80,80,,,
7,SZ-166-010,South,166,28.552089,77.183099,LED,1,80,80,80,,,
8,SZ-166-010,South,166,28.551884,77.183369,LED,1,80,80,80,,,
9,SZ-166-010,South,166,28.551736,77.18361,LED,1,80,80,80,,,
10,SZ-166-010,South,166,28.551415,77.183563,LED,1,80,80,80,,,
11,SZ-166-010,South,166,28.551617,77.183799,LED,1,80,80,80,,,
12,SZ-166-010,South,166,28.551767,77.183945,LED,1,80,80,80,,,
14,SZ-166-010,South,166,28.552192,77.183302,LED,1,80,80,80,,,
15,SZ-166-010,South,166,28.551802,77.183045,LED,1,70,70,70,,,
16,SZ-166-010,South,166,28.552342,77.182739,LED,1,80,80,80,,,
17,SZ-166-010,South,166,28.552414,77.182584,LED,1,80,80,80,,,
18,SZ-166-010,South,166,28.552196,77.182393,LED,1,80,80,80,,,
19,SZ-166-010,South,166,28.552539,77.182371,LED,1,80,80,80,,,
20,SZ-166-010,South,166,28.552663,77.182165,LED,1,80,80,80,,,
21,SZ-166-010,South,166,28.552565,77.182019,LED,1,80,80,80,,,
22,SZ-166-010,South,166,28.552349,77.182815,LED,1,80,80,80,,,
23,SZ-166-010,South,166,28.552486,77.182602,LED,1,72,72,72,,,
24,SZ-166-010,South,166,28.552594,77.182459,LED,1,70,70,70,,,
25,SZ-166-010,South,166,28.552686,77.182475,LED,1,80,80,80,,,
26,SZ-166-010,South,166,28.552751,77.182744,LED,1,80,80,80,,,
27,SZ-166-010,South,166,28.552451,77.182892,LED,1,80,80,80,,,
28,SZ-166-010,South,166,28.552239,77.18297,LED,1,80,80,80,,,
29,SZ-166-010,South,166,28.55258,77.183233,LED,1,80,80,80,,,
30,SZ-166-010,South,166,28.55258,77.183238,LED,1,80,80,80,,,
31,SZ-166-010,South,166,28.552581,77.183239,LED,1,80,80,80,,,
32,SZ-166-010,South,166,28.552581,77.183239,LED,1,72,72,72,,,
33,SZ-166-010,South,166,28.552578,77.183236,LED,1,72,72,72,,,
34,SZ-166-010,South,166,28.552603,77.183215,LED,1,72,72,72,,,
35,SZ-166-010,South,166,28.552608,77.183201,LED,1,80,80,80,,,
36,SZ-166-010,South,166,28.552607,77.18319,LED,1,80,80,80,,,
37,SZ-166-010,South,166,28.552601,77.183189,LED,1,80,80,80,,,
1,SZ-166-006,South,166,28.556304,77.181286,LED,1,80,80,80,,,
3,SZ-166-006,South,166,28.556281,77.181139,LED,1,80,80,80,,,
4,SZ-166-006,South,166,28.556356,77.181022,LED,1,35,35,35,,,
5,SZ-166-006,South,166,28.556512,77.181445,LED,1,80,80,80,,,
6,SZ-166-006,South,166,28.556649,77.181538,LED,1,80,80,80,,,
7,SZ-166-006,South,166,28.556697,77.181642,LED,1,80,80,80,,,
8,SZ-166-006,South,166,28.556848,77.181791,LED,1,72,72,72,,,
9,SZ-166-006,South,166,28.556934,77.181805,LED,1,80,80,80,,,
10,SZ-166-006,South,166,28.556953,77.181852,LED,4,140X4,140,560,,,
11,SZ-166-006,South,166,28.557022,77.181927,LED,1,80,80,80,,,
12,SZ-166-006,South,166,28.557214,77.182104,LED,1,72,72,72,,,
13,SZ-166-006,South,166,28.557299,77.182157,LED,1,80,80,80,,,
14,SZ-166-006,South,166,28.557409,77.182296,LED,1,72,72,72,,,
15,SZ-166-006,South,166,28.557507,77.182316,LED,1,80,80,80,,,
16,SZ-166-006,South,166,28.557572,77.182436,LED,1,72,72,72,,,
17,SZ-166-006,South,166,28.557663,77.182469,LED,4,140X4,140,560,,,
18,SZ-166-006,South,166,28.557537,77.182667,LED,1,80,80,80,,,
19,SZ-166-006,South,166,28.557248,77.18288,LED,4,140X4,140,560,,,
20,SZ-166-006,South,166,28.557115,77.183169,LED,1,80,80,80,,,
21,SZ-166-006,South,166,28.556974,77.183447,LED,1,80,80,80,,,
22,SZ-166-006,South,166,28.55646,77.183364,LED,1,80,80,80,,,
23,SZ-166-006,South,166,28.556345,77.183273,LED,1,80,80,80,,,
24,SZ-166-006,South,166,28.556676,77.183079,LED,1,80,80,80,,,
25,SZ-166-006,South,166,28.556745,77.182868,LED,1,80,80,80,,,
26,SZ-166-006,South,166,28.556728,77.182731,LED,1,80,80,80,,,
27,SZ-166-006,South,166,28.55701,77.182563,LED,1,80,80,80,,,
28,SZ-166-006,South,166,28.55665,77.182288,LED,1,80,80,80,,,
29,SZ-166-006,South,166,28.556569,77.18185,LED,1,70,70,70,,,
30,SZ-166-006,South,166,28.556457,77.182019,LED,1,70,70,70,,,
31,SZ-166-006,South,166,28.556465,77.181848,LED,1,80,80,80,,,
32,SZ-166-006,South,166,28.556089,77.181521,LED,1,80,80,80,,,
33,SZ-166-006,South,166,28.556276,77.181397,LED,1,70,70,70,,,
34,SZ-166-006,South,166,28.556367,77.180883,LED,1,80,80,80,,,
35,SZ-166-006,South,166,28.556268,77.180763,LED,1,80,80,80,,,
1,SZ-176-024,SOUTH,176,28.468137,77.179961,LED,1,80,80,80,,,
2,SZ-176-024,SOUTH,176,28.468136,77.179967,LED,1,72,72,72,,,
3,SZ-176-024,SOUTH,176,28.467951,77.179989,LED,1,45,45,45,,,
4,SZ-176-024,SOUTH,176,28.467819,77.179976,LED,1,45,45,45,,,
5,SZ-176-024,SOUTH,176,28.46769,77.179971,LED,1,80,80,80,,,
6,SZ-176-024,SOUTH,176,28.467402,77.179976,LED,1,70,70,70,,,
7,SZ-176-024,SOUTH,176,28.467154,77.179957,LED,1,45,45,45,,,
8,SZ-176-024,SOUTH,176,28.46691,77.179947,LED,1,45,45,45,,,
9,SZ-176-024,SOUTH,176,28.466694,77.179982,LED,1,80,80,80,,,
10,SZ-176-024,SOUTH,176,28.466601,77.180294,LED,1,80,80,80,,,
11,SZ-176-024,SOUTH,176,28.467021,77.180726,LED,1,80,80,80,,,
12,SZ-176-024,SOUTH,176,28.467069,77.180534,LED,1,80,80,80,,,
13,SZ-176-024,SOUTH,176,28.466833,77.180439,LED,1,45,45,45,,,
14,SZ-176-024,SOUTH,176,28.466416,77.179943,LED,1,70,70,70,,,
15,SZ-176-024,SOUTH,176,28.46778,77.180152,LED,1,45,45,45,,,
16,SZ-176-024,SOUTH,176,28.467783,77.180906,LED,1,45,45,45,,,
17,SZ-176-024,SOUTH,176,28.468073,77.180961,LED,1,45,45,45,,,
19,SZ-176-024,SOUTH,176,28.468107,77.180392,LED,1,45,45,45,,,
20,SZ-176-024,SOUTH,176,28.468108,77.18024,LED,1,80,80,80,,,
22,SZ-176-024,SOUTH,176,28.468344,77.179786,LED,1,80,80,80,,,
23,SZ-176-024,SOUTH,176,28.468357,77.179952,LED,1,72,72,72,,,
24,SZ-176-024,SOUTH,176,28.468664,77.180003,LED,1,72,72,72,,,
25,SZ-176-024,SOUTH,176,28.468757,77.179169,LED,1,72,72,72,,,
26,SZ-176-024,SOUTH,176,28.468757,77.179401,LED,1,72,72,72,,,
27,SZ-176-024,SOUTH,176,28.468739,77.179687,LED,1,45,45,45,,,
28,SZ-176-024,SOUTH,176,28.468938,77.179997,LED,1,45,45,45,,,
8,SZ-162-011,SOUTH,162,28.52799,77.207938,LED,1,70,70,70,,,
9,SZ-162-011,SOUTH,162,28.528392,77.207882,LED,1,70,70,70,,,
10,SZ-162-011,SOUTH,162,28.52837,77.208069,LED,1,70,70,70,,,
11,SZ-162-011,SOUTH,162,28.528365,77.208286,LED,1,70,70,70,,,
12,SZ-162-011,SOUTH,162,28.528371,77.20856,LED,1,70,70,70,,,
13,SZ-162-011,SOUTH,162,28.528397,77.208698,LED,1,35,35,35,,,
14,SZ-162-011,SOUTH,162,28.528407,77.208926,LED,1,35,35,35,,,
15,SZ-162-011,SOUTH,162,28.528447,77.209145,LED,1,80,80,80,,,
16,SZ-162-011,SOUTH,162,28.528498,77.209403,LED,1,80,80,80,,,
17,SZ-162-011,SOUTH,162,28.528541,77.209753,LED,1,80,80,80,,,
18,SZ-162-011,SOUTH,162,28.528594,77.209955,LED,1,80,80,80,,,
19,SZ-162-011,SOUTH,162,28.528653,77.210127,LED,1,35,35,35,,,
20,SZ-162-011,SOUTH,162,28.528654,77.2102,LED,1,35,35,35,,,
21,SZ-162-011,SOUTH,162,28.528686,77.210302,LED,1,70,70,70,,,
22,SZ-162-011,SOUTH,162,28.528718,77.210283,LED,1,80,80,80,,,
24,SZ-162-011,SOUTH,162,28.528871,77.210366,LED,1,80,80,80,,,
25,SZ-162-011,SOUTH,162,28.528924,77.210274,LED,1,80,80,80,,,
26,SZ-162-011,SOUTH,162,28.528947,77.210273,LED,1,80,80,80,,,
27,SZ-162-011,SOUTH,162,28.528955,77.210243,LED,1,80,80,80,,,
28,SZ-162-011,SOUTH,162,28.528969,77.210164,LED,1,80,80,80,,,
30,SZ-162-011,SOUTH,162,28.528658,77.210266,LED,1,70,70,70,,,
31,SZ-162-011,SOUTH,162,28.528551,77.210073,LED,1,70,70,70,,,
32,SZ-162-011,SOUTH,162,28.528517,77.209947,LED,1,70,70,70,,,
33,SZ-162-011,SOUTH,162,28.528543,77.209612,LED,1,70,70,70,,,
34,SZ-162-011,SOUTH,162,28.528536,77.209456,LED,4,140X4,140,560,,,
35,SZ-162-011,SOUTH,162,28.528521,77.209276,LED,1,72,72,72,,,
36,SZ-162-011,SOUTH,162,28.528524,77.209033,LED,1,72,72,72,,,
37,SZ-162-011,SOUTH,162,28.528519,77.208829,LED,1,72,72,72,,,
38,SZ-162-011,SOUTH,162,28.528575,77.208707,LED,1,72,72,72,,,
39,SZ-162-011,SOUTH,162,28.528621,77.208673,LED,1,72,72,72,,,
40,SZ-162-011,SOUTH,162,28.528625,77.208612,LED,1,72,72,72,,,
41,SZ-162-011,SOUTH,162,28.52877,77.20855,LED,1,72,72,72,,,
42,SZ-162-011,SOUTH,162,28.528883,77.208424,LED,1,72,72,72,,,
43,SZ-162-011,SOUTH,162,28.52887,77.208269,LED,1,80,80,80,,,
44,SZ-162-011,SOUTH,162,28.528844,77.208115,LED,1,80,80,80,,,
45,SZ-162-011,SOUTH,162,28.528836,77.207846,LED,1,40,40,40,,,
46,SZ-162-011,SOUTH,162,28.528745,77.207608,LED,1,40,40,40,,,
47,SZ-162-011,SOUTH,162,28.528605,77.207392,LED,1,40,40,40,,,
48,SZ-162-011,SOUTH,162,28.52856,77.207216,LED,1,80,80,80,,,
49,SZ-162-011,SOUTH,162,28.528539,77.206977,LED,1,80,80,80,,,
50,SZ-162-011,SOUTH,162,28.528447,77.206795,LED,1,80,80,80,,,
51,SZ-162-011,SOUTH,162,28.528477,77.206486,LED,1,35,35,35,,,
52,SZ-162-011,SOUTH,162,28.528374,77.206378,LED,1,70,70,70,,,
53,SZ-162-011,SOUTH,162,28.528236,77.20623,LED,1,70,70,70,,,
54,SZ-162-011,SOUTH,162,28.528142,77.206069,LED,1,70,70,70,,,
55,SZ-162-011,SOUTH,162,28.528021,77.206138,LED,1,70,70,70,,,
56,SZ-162-011,SOUTH,162,28.528073,77.206272,LED,1,70,70,70,,,
57,SZ-162-011,SOUTH,162,28.528014,77.206288,LED,1,70,70,70,,,
58,SZ-162-011,SOUTH,162,28.527995,77.206319,LED,1,70,70,70,,,
59,SZ-162-011,SOUTH,162,28.527982,77.206428,LED,1,72,72,72,,,
60,SZ-162-011,SOUTH,162,28.527986,77.206637,LED,1,80,80,80,,,
61,SZ-162-011,SOUTH,162,28.528042,77.206759,LED,2,35X2,35,70,,,
62,SZ-162-011,SOUTH,162,28.528123,77.206774,LED,1,35,35,35,,,
63,SZ-162-011,SOUTH,162,28.528158,77.206746,LED,1,70,70,70,,,
64,SZ-162-011,SOUTH,162,28.528195,77.206593,LED,1,70,70,70,,,
65,SZ-162-011,SOUTH,162,28.528154,77.20691,LED,1,70,70,70,,,
66,SZ-162-011,SOUTH,162,28.528309,77.207197,LED,1,80,80,80,,,
67,SZ-162-011,SOUTH,162,28.528296,77.207353,LED,1,80,80,80,,,
68,SZ-162-011,SOUTH,162,28.528472,77.207814,LED,1,80,80,80,,,
69,SZ-162-011,SOUTH,162,28.528491,77.207628,LED,1,80,80,80,,,
70,SZ-162-011,SOUTH,162,28.528491,77.207628,LED,1,80,80,80,,,
71,SZ-162-011,SOUTH,162,28.528491,77.207628,LED,1,80,80,80,,,
72,SZ-162-011,SOUTH,162,28.528521,77.208268,LED,1,70,70,70,,,
73,SZ-162-011,SOUTH,162,28.528433,77.208029,LED,2,70X2,70,140,,,
74,SZ-162-011,SOUTH,162,28.527916,77.208033,LED,1,70,70,70,,,
75,SZ-162-011,SOUTH,162,28.527824,77.208007,LED,1,70,70,70,,,
76,SZ-162-011,SOUTH,162,28.528393,77.208298,LED,1,70,70,70,,,
77,SZ-162-011,SOUTH,162,28.528315,77.208332,LED,1,80,80,80,,,
78,SZ-162-011,SOUTH,162,28.528211,77.208399,LED,1,80,80,80,,,
79,SZ-162-011,SOUTH,162,28.528258,77.208674,LED,1,80,80,80,,,
2,SZ-164-029,SOUTH,164,28.560704,77.21839,LED,1,80,80,80,,,
3,SZ-164-029,SOUTH,164,28.560736,77.218462,LED,1,40,40,40,,,
4,SZ-164-029,SOUTH,164,28.560743,77.218514,LED,1,40,40,40,,,
5,SZ-164-029,SOUTH,164,28.560791,77.218491,LED,1,40,40,40,,,
6,SZ-164-029,SOUTH,164,28.560762,77.21863,LED,1,40,40,40,,,
7,SZ-164-029,SOUTH,164,28.560825,77.218572,LED,1,40,40,40,,,
8,SZ-164-029,SOUTH,164,28.5609,77.218599,LED,1,40,40,40,,,
9,SZ-164-029,SOUTH,164,28.560961,77.218627,LED,1,40,40,40,,,
10,SZ-164-029,SOUTH,164,28.560999,77.21866,LED,1,40,40,40,,,
11,SZ-164-029,SOUTH,164,28.561035,77.218659,LED,1,35,35,35,,,
12,SZ-164-029,SOUTH,164,28.561056,77.218589,LED,1,35,35,35,,,
13,SZ-164-029,SOUTH,164,28.561142,77.218637,LED,1,40,40,40,,,
14,SZ-164-029,SOUTH,164,28.561161,77.21866,LED,1,35,35,35,,,
