SR. NO.,CCMS NO,Zone,Ward No.,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Wattage,Connected Load,,,
27,SZ-184-009,south,184,28.524148,77.22354,LED,1,35,35,35,,,
28,SZ-184-009,south,184,28.524133,77.223714,LED,1,35,35,35,,,
29,SZ-184-009,south,184,28.52414,77.224202,LED,1,35,35,35,,,
30,SZ-184-009,south,184,28.524391,77.224381,LED,4,140x4,140,560,,,
31,SZ-184-009,south,184,28.524355,77.224504,LED,1,80,80,80,,,
32,SZ-184-009,south,184,28.524414,77.224839,LED,1,80,80,80,,,
33,SZ-184-009,south,184,28.524418,77.224363,LED,1,80,80,80,,,
34,SZ-184-009,south,184,28.524437,77.224294,LED,1,80,80,80,,,
35,SZ-184-009,south,184,28.52447,77.223736,LED,1,80,80,80,,,
36,SZ-184-009,south,184,28.524434,77.223573,LED,4,140x4,140,560,,,
37,SZ-184-009,south,184,28.524819,77.223547,LED,1,80,80,80,,,
38,SZ-184-009,south,184,28.525097,77.223492,LED,1,80,80,80,,,
39,SZ-184-009,south,184,28.525188,77.223698,LED,1,80,80,80,,,
40,SZ-184-009,south,184,28.525236,77.2239,LED,1,80,80,80,,,
41,SZ-184-009,south,184,28.525048,77.223253,LED,1,80,80,80,,,
42,SZ-184-009,south,184,28.52493,77.222913,LED,1,80,80,80,,,
43,SZ-184-009,south,184,28.525462,77.222599,LED,1,80,80,80,,,
44,SZ-184-009,south,184,28.525497,77.222768,LED,1,80,80,80,,,
45,SZ-184-009,south,184,28.525543,77.222951,LED,1,15,15,15,,,
46,SZ-184-009,south,184,28.525539,77.223092,LED,1,35,35,35,,,
47,SZ-184-009,south,184,28.525334,77.22318,LED,1,35,35,35,,,
48,SZ-184-009,south,184,28.52437,77.223324,LED,1,35,35,35,,,
49,SZ-184-009,south,184,28.524293,77.223118,LED,1,35,35,35,,,
50,SZ-184-009,south,184,28.524325,77.223018,LED,1,80,80,80,,,
51,SZ-184-009,south,184,28.525641,77.223338,LED,1,80,80,80,,,
52,SZ-184-009,south,184,28.525718,77.223629,LED,1,80,80,80,,,
53,SZ-184-009,south,184,28.526072,77.223937,LED,1,40,40,40,,,
54,SZ-184-009,south,184,28.526321,77.223847,LED,1,40,40,40,,,
55,SZ-184-009,south,184,28.526477,77.223809,LED,1,80,80,80,,,
56,SZ-184-009,south,184,28.526571,77.22378,LED,1,80,80,80,,,
57,SZ-184-009,south,184,28.526865,77.223685,LED,1,35,35,35,,,
58,SZ-184-009,south,184,28.527148,77.223606,LED,1,80,80,80,,,
59,SZ-184-009,south,184,28.527341,77.223533,LED,1,80,80,80,,,
60,SZ-184-009,south,184,28.52722,77.223399,LED,1,35,35,35,,,
61,SZ-184-009,south,184,28.527153,77.223125,LED,1,35,35,35,,,
62,SZ-184-009,south,184,28.527147,77.223006,LED,1,35,35,35,,,
63,SZ-184-009,south,184,28.526988,77.22292,LED,1,35,35,35,,,
64,SZ-184-009,south,184,28.527044,77.222741,LED,1,35,35,35,,,
65,SZ-184-009,south,184,28.526995,77.222556,LED,1,35,35,35,,,
66,SZ-184-009,south,184,28.526938,77.222323,LED,1,80,80,80,,,
67,SZ-184-009,south,184,28.526648,77.222176,LED,1,80,80,80,,,
68,SZ-184-009,south,184,28.526654,77.222253,LED,1,80,80,80,,,
69,SZ-184-009,south,184,28.526403,77.222207,LED,1,35,35,35,,,
70,SZ-184-009,south,184,28.526413,77.222251,LED,1,35,35,35,,,
71,SZ-184-009,south,184,28.526244,77.222339,LED,1,35,35,35,,,
72,SZ-184-009,south,184,28.52631,77.22252,LED,1,80,80,80,,,
73,SZ-184-009,south,184,28.526332,77.22281,LED,1,80,80,80,,,
74,SZ-184-009,south,184,28.526261,77.223118,LED,1,80,80,80,,,
75,SZ-184-009,south,184,28.526292,77.223108,LED,1,80,80,80,,,
76,SZ-184-009,south,184,28.526133,77.223091,LED,1,80,80,80,,,
77,SZ-184-009,south,184,28.525981,77.223133,LED,1,35,35,35,,,
1,SZ-169-033,SOUTH,169,28.549495,77.181204,LED,2,80X2,80,160,,,
2,SZ-169-033,SOUTH,169,28.548794,77.181341,LED,1,80,80,80,,,
3,SZ-169-033,SOUTH,169,28.548375,77.181541,LED,1,80,80,80,,,
4,SZ-169-033,SOUTH,169,28.548596,77.181847,LED,1,80,80,80,,,
5,SZ-169-033,SOUTH,169,28.548604,77.18205,LED,1,80,80,80,,,
6,SZ-169-033,SOUTH,169,28.54885,77.182122,LED,2,80X2,80,160,,,
7,SZ-169-033,SOUTH,169,28.548963,77.182314,LED,1,70,70,70,,,
8,SZ-169-033,SOUTH,169,28.549012,77.182383,LED,1,70,70,70,,,
9,SZ-169-033,SOUTH,169,28.548969,77.18256,LED,1,70,70,70,,,
10,SZ-169-033,SOUTH,169,28.549121,77.182756,LED,1,70,70,70,,,
11,SZ-169-033,SOUTH,169,28.549296,77.182542,LED,1,70,70,70,,,
12,SZ-169-033,SOUTH,169,28.54941,77.18235,LED,1,80,80,80,,,
13,SZ-169-033,SOUTH,169,28.549537,77.182125,LED,1,80,80,80,,,
14,SZ-169-033,SOUTH,169,28.549703,77.181895,LED,1,80,80,80,,,
15,SZ-169-033,SOUTH,169,28.549829,77.181671,LED,2,80X2,80,160,,,
16,SZ-169-033,SOUTH,169,28.549884,77.181562,LED,1,80,80,80,,,
17,SZ-169-033,SOUTH,169,28.549646,77.181767,LED,1,80,80,80,,,
18,SZ-169-033,SOUTH,169,28.54893,77.182599,LED,1,80,80,80,,,
19,SZ-169-033,SOUTH,169,28.54887,77.18276,LED,1,80,80,80,,,
20,SZ-169-033,SOUTH,169,28.548761,77.182324,LED,1,80,80,80,,,
21,SZ-169-033,SOUTH,169,28.548682,77.182215,LED,2,70X2,70,140,,,
22,SZ-169-033,SOUTH,169,28.548567,77.182126,LED,1,70,70,70,,,
23,SZ-169-033,SOUTH,169,28.548044,77.182099,LED,1,70,70,70,,,
24,SZ-169-033,SOUTH,169,28.548392,77.182108,LED,2,70X2,70,140,,,
25,SZ-169-033,SOUTH,169,28.548312,77.182002,LED,2,70X2,70,140,,,
26,SZ-169-033,SOUTH,169,28.548488,77.181645,LED,2,70X2,70,140,,,
27,SZ-169-033,SOUTH,169,28.54835,77.181517,LED,1,70,70,70,,,
28,SZ-169-033,SOUTH,169,28.548352,77.181518,LED,1,70,70,70,,,
29,SZ-169-033,SOUTH,169,28.548467,77.181451,LED,1,70,70,70,,,
30,SZ-169-033,SOUTH,169,28.548576,77.181538,LED,1,70,70,70,,,
31,SZ-169-033,SOUTH,169,28.547604,77.180827,LED,1,70,70,70,,,
32,SZ-169-033,SOUTH,169,28.547649,77.180884,LED,1,70,70,70,,,
33,SZ-169-033,SOUTH,169,28.547773,77.18115,LED,1,70,70,70,,,
34,SZ-169-033,SOUTH,169,28.547649,77.181362,LED,2,70X2,70,140,,,
35,SZ-169-033,SOUTH,169,28.547527,77.181438,LED,2,70X2,70,140,,,
36,SZ-169-033,SOUTH,169,28.547393,77.181554,LED,1,80,80,80,,,
37,SZ-169-033,SOUTH,169,28.547158,77.181951,LED,1,80,80,80,,,
38,SZ-169-033,SOUTH,169,28.547705,77.181267,LED,1,80,80,80,,,
2,SZ-169-032,SOUTH,169,28.548875,77.181066,LED,1,72,72,72,,,
3,SZ-169-032,SOUTH,169,28.548546,77.180889,LED,1,70,70,70,,,
4,SZ-169-032,SOUTH,169,28.548446,77.180831,LED,1,70,70,70,,,
5,SZ-169-032,SOUTH,169,28.548263,77.180723,LED,1,70,70,70,,,
6,SZ-169-032,SOUTH,169,28.548091,77.180573,LED,1,70,70,70,,,
7,SZ-169-032,SOUTH,169,28.547946,77.180649,LED,1,70,70,70,,,
8,SZ-169-032,SOUTH,169,28.547789,77.1807,LED,1,80,80,80,,,
9,SZ-169-032,SOUTH,169,28.547602,77.180738,LED,1,80,80,80,,,
10,SZ-169-032,SOUTH,169,28.547688,77.180486,LED,1,80,80,80,,,
11,SZ-169-032,SOUTH,169,28.547813,77.180237,LED,1,80,80,80,,,
12,SZ-169-032,SOUTH,169,28.548251,77.180112,LED,1,80,80,80,,,
13,SZ-169-032,SOUTH,169,28.548167,77.18037,LED,2,80X2,80,160,,,
14,SZ-169-032,SOUTH,169,28.548104,77.18056,LED,2,80X2,80,160,,,
15,SZ-169-032,SOUTH,169,28.548218,77.180624,LED,1,80,80,80,,,
16,SZ-169-032,SOUTH,169,28.548461,77.180747,LED,1,72,72,72,,,
17,SZ-169-032,SOUTH,169,28.548555,77.180579,LED,1,72,72,72,,,
18,SZ-169-032,SOUTH,169,28.548402,77.180481,LED,1,72,72,72,,,
19,SZ-169-032,SOUTH,169,28.548666,77.180597,LED,2,72X2,72,144,,,
20,SZ-169-032,SOUTH,169,28.548653,77.180778,LED,1,72,72,72,,,
21,SZ-169-032,SOUTH,169,28.548604,77.180906,LED,1,70,70,70,,,
22,SZ-169-032,SOUTH,169,28.548877,77.180583,LED,2,70X2,70,140,,,
23,SZ-169-032,SOUTH,169,28.548924,77.180416,LED,1,70,70,70,,,
24,SZ-169-032,SOUTH,169,28.54887,77.180368,LED,1,70,70,70,,,
25,SZ-169-032,SOUTH,169,28.548725,77.180296,LED,1,80,80,80,,,
26,SZ-169-032,SOUTH,169,28.548507,77.180168,LED,2,80X2,80,160,,,
27,SZ-169-032,SOUTH,169,28.548318,77.180088,LED,1,80,80,80,,,
28,SZ-169-032,SOUTH,169,28.549223,77.180502,LED,1,80,80,80,,,
29,SZ-169-032,SOUTH,169,28.549175,77.180596,LED,1,80,80,80,,,
30,SZ-169-032,SOUTH,169,28.549095,77.180723,LED,1,80,80,80,,,
31,SZ-169-032,SOUTH,169,28.549025,77.180841,LED,1,80,80,80,,,
32,SZ-169-032,SOUTH,169,28.549009,77.180913,LED,1,80,80,80,,,
33,SZ-169-032,SOUTH,169,28.548803,77.181181,LED,1,80,80,80,,,
34,SZ-169-032,SOUTH,169,28.548654,77.181339,LED,1,70,70,70,,,
35,SZ-169-032,SOUTH,169,28.548511,77.181493,LED,1,70,70,70,,,
36,SZ-169-032,SOUTH,169,28.548828,77.18118,LED,1,70,70,70,,,
37,SZ-169-032,SOUTH,169,28.548896,77.18098,LED,1,70,70,70,,,
38,SZ-169-032,SOUTH,169,28.548959,77.181081,LED,1,70,70,70,,,
39,SZ-169-032,SOUTH,169,28.549103,77.181227,LED,1,70,70,70,,,
40,SZ-169-032,SOUTH,169,28.549212,77.181397,LED,1,70,70,70,,,
41,SZ-169-032,SOUTH,169,28.549165,77.181596,LED,1,70,70,70,,,
42,SZ-169-032,SOUTH,169,28.549345,77.181553,LED,1,70,70,70,,,
43,SZ-169-032,SOUTH,169,28.549324,77.181687,LED,1,80,80,80,,,
44,SZ-169-032,SOUTH,169,28.549259,77.181824,LED,1,80,80,80,,,
45,SZ-169-032,SOUTH,169,28.549254,77.181876,LED,1,80,80,80,,,
1,SZ-174-018A,South,174,28.477409,77.142775,LED,1,40,40,40,,,
3,SZ-174-018A,South,174,28.477377,77.142999,LED,1,40,40,40,,,
5,SZ-174-018A,South,174,28.476843,77.143031,LED,1,40,40,40,,,
6,SZ-174-018A,South,174,28.476716,77.143021,LED,1,40,40,40,,,
7,SZ-174-018A,South,174,28.4765,77.143019,LED,1,40,40,40,,,
8,SZ-174-018A,South,174,28.476257,77.143003,LED,1,40,40,40,,,
10,SZ-174-018A,South,174,28.475759,77.14297,LED,1,40,40,40,,,
11,SZ-174-018A,South,174,28.475536,77.143016,LED,1,40,40,40,,,
12,SZ-174-018A,South,174,28.475242,77.143015,LED,1,80,80,80,,,
14,SZ-174-018A,South,174,28.474084,77.142749,LED,1,40,40,40,,,
15,SZ-174-018A,South,174,28.474417,77.142757,LED,1,40,40,40,,,
16,SZ-174-018A,South,174,28.47468,77.142806,LED,1,40,40,40,,,
18,SZ-174-018A,South,174,28.475174,77.142735,LED,1,40,40,40,,,
20,SZ-174-018A,South,174,28.475729,77.14273,LED,1,40,40,40,,,
21,SZ-174-018A,South,174,28.475724,77.14246,LED,1,40,40,40,,,
22,SZ-174-018A,South,174,28.475734,77.142187,LED,1,40,40,40,,,
24,SZ-174-018A,South,174,28.47528,77.142226,LED,1,18,18,18,,,
25,SZ-174-018A,South,174,28.475012,77.142236,LED,1,40,40,40,,,
26,SZ-174-018A,South,174,28.47471,77.142216,LED,1,40,40,40,,,
29,SZ-174-018A,South,174,28.475453,77.141902,LED,1,40,40,40,,,
31,SZ-174-018A,South,174,28.475018,77.141945,LED,1,40,40,40,,,
32,SZ-174-018A,South,174,28.474711,77.141995,LED,1,40,40,40,,,
34,SZ-174-018A,South,174,28.474274,77.141964,LED,1,40,40,40,,,
35,SZ-174-018A,South,174,28.47395,77.141969,LED,1,40,40,40,,,
36,SZ-174-018A,South,174,28.473688,77.141902,LED,1,40,40,40,,,
37,SZ-174-018A,South,174,28.473548,77.141907,LED,1,40,40,40,,,
38,SZ-174-018A,South,174,28.47354,77.142166,LED,1,40,40,40,,,
40,SZ-174-018A,South,174,28.47403,77.142184,LED,1,40,40,40,,,
41,SZ-174-018A,South,174,28.474314,77.142167,LED,1,40,40,40,,,
43,SZ-174-018A,South,174,28.47393,77.142414,LED,1,40,40,40,,,
44,SZ-174-018A,South,174,28.474133,77.142463,LED,1,40,40,40,,,
45,SZ-174-018A,South,174,28.474345,77.142484,LED,1,40,40,40,,,
46,SZ-174-018A,South,174,28.474607,77.142468,LED,1,40,40,40,,,
47,SZ-174-018A,South,174,28.474737,77.142467,LED,1,40,40,40,,,
48,SZ-174-018A,South,174,28.474878,77.142491,LED,1,40,40,40,,,
49,SZ-174-018A,South,174,28.475198,77.142481,LED,1,40,40,40,,,
50,SZ-174-018A,South,174,28.475478,77.142498,LED,1,40,40,40,,,
51,SZ-174-018A,South,174,28.475711,77.142456,LED,1,40,40,40,,,
53,SZ-174-018A,South,174,28.476037,77.142469,LED,1,40,40,40,,,
54,SZ-174-018A,South,174,28.476271,77.142512,LED,1,40,40,40,,,
55,SZ-174-018A,South,174,28.47653,77.142504,LED,1,40,40,40,,,
56,SZ-174-018A,South,174,28.476981,77.142476,LED,1,40,40,40,,,
57,SZ-174-018A,South,174,28.477138,77.142493,LED,1,35,35,35,,,
58,SZ-174-018A,South,174,28.477406,77.142491,LED,1,40,40,40,,,
61,SZ-174-018A,South,174,28.476354,77.142749,LED,1,40,40,40,,,
63,SZ-174-018A,South,174,28.476937,77.142777,LED,1,40,40,40,,,
64,SZ-174-018A,South,174,28.477205,77.14281,LED,1,35,35,35,,,
1,SZ-179-014,SOUTH,179,28.504685,77.23885,LED,2,20X2,20,40,,,
2,SZ-179-014,SOUTH,179,28.504686,77.238851,LED,1,20,20,20,,,
3,SZ-179-014,SOUTH,179,28.50476,77.238703,LED,1,20,20,20,,,
4,SZ-179-014,SOUTH,179,28.504772,77.238576,LED,1,20,20,20,,,
5,SZ-179-014,SOUTH,179,28.5048,77.238486,LED,2,20X2,20,40,,,
6,SZ-179-014,SOUTH,179,28.50476,77.238331,LED,2,20X2,20,40,,,
7,SZ-179-014,SOUTH,179,28.504774,77.238303,LED,2,20X2,20,40,,,
8,SZ-179-014,SOUTH,179,28.504855,77.238119,LED,2,20X2,20,40,,,
9,SZ-179-014,SOUTH,179,28.505016,77.238092,LED,1,20,20,20,,,
10,SZ-179-014,SOUTH,179,28.505113,77.238119,LED,2,70X2,70,140,,,
11,SZ-179-014,SOUTH,179,28.504625,77.238109,LED,2,18X2,18,36,,,
12,SZ-179-014,SOUTH,179,28.504521,77.238104,LED,2,18X2,18,36,,,
13,SZ-179-014,SOUTH,179,28.504527,77.237821,LED,2,18X2,18,36,,,
14,SZ-179-014,SOUTH,179,28.504595,77.238172,LED,1,18,18,18,,,
15,SZ-179-014,SOUTH,179,28.504604,77.23838,LED,1,18,18,18,,,
16,SZ-179-014,SOUTH,179,28.504574,77.238551,LED,1,18,18,18,,,
17,SZ-179-014,SOUTH,179,28.504619,77.238784,LED,2,18X2,18,36,,,
18,SZ-179-014,SOUTH,179,28.50464,77.238917,LED,2,18X2,18,36,,,
19,SZ-179-014,SOUTH,179,28.504566,77.239189,LED,2,18X2,18,36,,,
20,SZ-179-014,SOUTH,179,28.504576,77.239368,LED,2,35X2,35,70,,,
21,SZ-179-014,SOUTH,179,28.504584,77.239502,LED,1,20,20,20,,,
22,SZ-179-014,SOUTH,179,28.504546,77.23978,LED,1,20,20,20,,,
23,SZ-179-014,SOUTH,179,28.50484,77.239828,LED,1,20,20,20,,,
24,SZ-179-014,SOUTH,179,28.504851,77.239692,LED,1,80,80,80,,,
25,SZ-179-014,SOUTH,179,28.504875,77.239531,LED,1,80,80,80,,,
26,SZ-179-014,SOUTH,179,28.504872,77.239388,LED,2,20X2,20,40,,,
27,SZ-179-014,SOUTH,179,28.504904,77.239141,LED,2,20X2,20,40,,,
28,SZ-179-014,SOUTH,179,28.504901,77.238879,LED,2,20X2,20,40,,,
29,SZ-179-014,SOUTH,179,28.504881,77.238846,LED,1,80,80,80,,,
30,SZ-179-014,SOUTH,179,28.505005,77.238956,LED,1,80,80,80,,,
31,SZ-179-014,SOUTH,179,28.5051,77.238966,LED,1,80,80,80,,,
32,SZ-179-014,SOUTH,179,28.505164,77.238887,LED,1,80,80,80,,,
33,SZ-179-014,SOUTH,179,28.505274,77.238921,LED,1,80,80,80,,,
1,SZ-169-038,South,169,28.521416,77.214665,LED,1,80,80,80,,,
2,SZ-169-038,South,169,28.521425,77.214658,LED,1,80,80,80,,,
3,SZ-169-038,South,169,28.521372,77.214828,LED,4,140X4,140,560,,,
4,SZ-169-038,South,169,28.521176,77.21521,LED,4,140X4,140,560,,,
5,SZ-169-038,South,169,28.521365,77.215179,LED,1,40,40,40,,,
6,SZ-169-038,South,169,28.521375,77.215185,LED,1,40,40,40,,,
7,SZ-169-038,South,169,28.521375,77.215185,LED,1,40,40,40,,,
8,SZ-169-038,South,169,28.521557,77.215343,LED,1,40,40,40,,,
9,SZ-169-038,South,169,28.521525,77.215443,LED,1,40,40,40,,,
10,SZ-169-038,South,169,28.52141,77.215441,LED,1,40,40,40,,,
11,SZ-169-038,South,169,28.521298,77.215404,LED,1,40,40,40,,,
12,SZ-169-038,South,169,28.521292,77.215403,LED,1,40,40,40,,,
13,SZ-169-038,South,169,28.521119,77.215363,LED,1,40,40,40,,,
14,SZ-169-038,South,169,28.521059,77.215359,LED,1,40,40,40,,,
15,SZ-169-038,South,169,28.520952,77.21531,LED,1,40,40,40,,,
16,SZ-169-038,South,169,28.520927,77.215277,LED,1,40,40,40,,,
17,SZ-169-038,South,169,28.521056,77.215095,LED,1,80,80,80,,,
18,SZ-169-038,South,169,28.521273,77.215085,LED,1,80,80,80,,,
19,SZ-169-038,South,169,28.521049,77.214972,LED,1,80,80,80,,,
20,SZ-169-038,South,169,28.520893,77.214968,LED,1,80,80,80,,,
21,SZ-169-038,South,169,28.520869,77.215003,LED,1,80,80,80,,,
22,SZ-169-038,South,169,28.520802,77.215224,LED,1,80,80,80,,,
23,SZ-169-038,South,169,28.520794,77.215338,LED,1,80,80,80,,,
24,SZ-169-038,South,169,28.520792,77.215332,LED,1,80,80,80,,,
25,SZ-169-038,South,169,28.520694,77.215601,LED,1,80,80,80,,,
26,SZ-169-038,South,169,28.520697,77.215603,LED,1,80,80,80,,,
27,SZ-169-038,South,169,28.520698,77.215617,LED,1,80,80,80,,,
28,SZ-169-038,South,169,28.520698,77.215618,LED,1,80,80,80,,,
30,SZ-169-038,South,169,28.521785,77.215936,LED,1,80,80,80,,,
31,SZ-169-038,South,169,28.521854,77.215764,LED,1,80,80,80,,,
32,SZ-169-038,South,169,28.521852,77.215462,LED,1,80,80,80,,,
33,SZ-169-038,South,169,28.521865,77.215445,LED,1,80,80,80,,,
34,SZ-169-038,South,169,28.521851,77.21569,LED,1,80,80,80,,,
35,SZ-169-038,South,169,28.521842,77.215648,LED,1,80,80,80,,,
36,SZ-169-038,South,169,28.521882,77.215667,LED,1,80,80,80,,,
37,SZ-169-038,South,169,28.521761,77.215659,LED,1,80,80,80,,,
38,SZ-169-038,South,169,28.521702,77.215645,LED,1,80,80,80,,,
39,SZ-169-038,South,169,28.521407,77.215499,LED,1,80,80,80,,,
40,SZ-169-038,South,169,28.521287,77.215479,LED,1,80,80,80,,,
41,SZ-169-038,South,169,28.521151,77.215459,LED,1,80,80,80,,,
42,SZ-169-038,South,169,28.520948,77.215351,LED,1,80,80,80,,,
1,SZ-163-028,South,163,28.549996,77.197842,LED,1,80,80,80,,,
2,SZ-163-028,South,163,28.550003,77.197819,LED,1,80,80,80,,,
3,SZ-163-028,South,163,28.549722,77.198284,LED,1,80,80,80,,,
4,SZ-163-028,South,163,28.549641,77.198637,LED,1,80,80,80,,,
5,SZ-163-028,South,163,28.549509,77.199027,LED,1,80,80,80,,,
6,SZ-163-028,South,163,28.549453,77.199293,LED,1,80,80,80,,,
7,SZ-163-028,South,163,28.549543,77.199505,LED,1,80,80,80,,,
8,SZ-163-028,South,163,28.549641,77.199861,LED,1,80,80,80,,,
9,SZ-163-028,South,163,28.549868,77.200073,LED,1,80,80,80,,,
10,SZ-163-028,South,163,28.550028,77.200195,LED,1,80,80,80,,,
11,SZ-163-028,South,163,28.55021,77.200048,LED,1,80,80,80,,,
12,SZ-163-028,South,163,28.550337,77.199993,LED,1,80,80,80,,,
13,SZ-163-028,South,163,28.550391,77.199733,LED,1,80,80,80,,,
14,SZ-163-028,South,163,28.55022,77.19949,LED,1,80,80,80,,,
15,SZ-163-028,South,163,28.550091,77.199386,LED,1,80,80,80,,,
16,SZ-163-028,South,163,28.550451,77.19792,LED,1,80,80,80,,,
17,SZ-163-028,South,163,28.550431,77.198215,LED,1,80,80,80,,,
18,SZ-163-028,South,163,28.550411,77.198386,LED,1,80,80,80,,,
19,SZ-163-028,South,163,28.550524,77.198789,LED,1,80,80,80,,,
20,SZ-163-028,South,163,28.550672,77.199196,LED,1,80,80,80,,,
21,SZ-163-028,South,163,28.55049,77.199291,LED,1,80,80,80,,,
22,SZ-163-028,South,163,28.550341,77.198956,LED,1,80,80,80,,,
23,SZ-163-028,South,163,28.550248,77.198775,LED,1,80,80,80,,,
24,SZ-163-028,South,163,28.550125,77.198476,LED,1,80,80,80,,,
25,SZ-163-028,South,163,28.550198,77.198165,LED,1,80,80,80,,,
26,SZ-163-028,South,163,28.549709,77.198669,LED,1,80,80,80,,,
27,SZ-163-028,South,163,28.549776,77.198868,LED,1,80,80,80,,,
28,SZ-163-028,South,163,28.54996,77.198971,LED,1,80,80,80,,,
29,SZ-163-028,South,163,28.550138,77.19925,LED,1,80,80,80,,,
30,SZ-163-028,South,163,28.550188,77.199453,LED,1,80,80,80,,,
31,SZ-163-028,South,163,28.549979,77.199457,LED,1,80,80,80,,,
32,SZ-163-028,South,163,28.549775,77.199172,LED,1,80,80,80,,,
33,SZ-163-028,South,163,28.549513,77.198881,LED,1,70,70,70,,,
34,SZ-163-028,South,163,28.549379,77.198527,LED,1,80,80,80,,,
35,SZ-163-028,South,163,28.54944,77.198168,LED,1,70,70,70,,,
36,SZ-163-028,South,163,28.549529,77.197877,LED,1,70,70,70,,,
37,SZ-163-028,South,163,28.549593,77.197649,LED,1,70,70,70,,,
38,SZ-163-028,South,163,28.549152,77.197709,LED,1,70,70,70,,,
39,SZ-163-028,South,163,28.549028,77.198008,LED,1,80,80,80,,,
40,SZ-163-028,South,163,28.548943,77.198366,LED,1,80,80,80,,,
41,SZ-163-028,South,163,28.548777,77.198539,LED,1,80,80,80,,,
42,SZ-163-028,South,163,28.548632,77.19854,LED,1,80,80,80,,,
43,SZ-163-028,South,163,28.548576,77.19732,LED,1,80,80,80,,,
44,SZ-163-028,South,163,28.548669,77.19717,LED,1,80,80,80,,,
45,SZ-163-028,South,163,28.548909,77.197257,LED,1,80,80,80,,,
46,SZ-163-028,South,163,28.549129,77.197373,LED,1,80,80,80,,,
47,SZ-163-028,South,163,28.549274,77.197415,LED,1,80,80,80,,,
48,SZ-163-028,South,163,28.549467,77.19751,LED,1,80,80,80,,,
49,SZ-163-028,South,163,28.549772,77.197631,LED,1,80,80,80,,,
50,SZ-163-028,South,163,28.549832,77.197657,LED,1,80,80,80,,,
51,SZ-163-028,South,163,28.55004,77.19764,LED,1,80,80,80,,,
52,SZ-163-028,South,163,28.550127,77.197657,LED,1,80,80,80,,,
53,SZ-163-028,South,163,28.550388,77.197763,LED,1,80,80,80,,,
54,SZ-163-028,South,163,28.55064,77.197836,LED,1,80,80,80,,,
55,SZ-163-028,South,163,28.550691,77.197886,LED,1,80,80,80,,,
56,SZ-163-028,South,163,28.550624,77.197943,LED,1,80,80,80,,,
1,SZ-182-004,South,182,28.516682,77.231639,LED,1,70,70,70,,,
2,SZ-182-004,South,182,28.516945,77.231861,LED,1,70,70,70,,,
3,SZ-182-004,South,182,28.517098,77.231914,LED,1,70,70,70,,,
4,SZ-182-004,South,182,28.517212,77.231925,LED,1,70,70,70,,,
5,SZ-182-004,South,182,28.517278,77.231941,LED,2,"70X1,40X1",40,80,,,
6,SZ-182-004,South,182,28.51738,77.231945,LED,1,45,45,45,,,
7,SZ-182-004,South,182,28.517502,77.231929,LED,1,45,45,45,,,
8,SZ-182-004,South,182,28.517572,77.231905,LED,1,45,45,45,,,
9,SZ-182-004,South,182,28.517803,77.231965,LED,1,45,45,45,,,
10,SZ-182-004,South,182,28.517673,77.231958,LED,1,45,45,45,,,
11,SZ-182-004,South,182,28.517566,77.231765,LED,1,45,45,45,,,
12,SZ-182-004,South,182,28.517521,77.231948,LED,1,45,45,45,,,
13,SZ-182-004,South,182,28.517323,77.231846,LED,1,45,45,45,,,
14,SZ-182-004,South,182,28.517216,77.231838,LED,1,45,45,45,,,
15,SZ-182-004,South,182,28.517007,77.23185,LED,1,45,45,45,,,
16,SZ-182-004,South,182,28.516817,77.232112,LED,1,45,45,45,,,
17,SZ-182-004,South,182,28.516764,77.232145,LED,1,45,45,45,,,
18,SZ-182-004,South,182,28.516549,77.232083,LED,1,45,45,45,,,
19,SZ-182-004,South,182,28.516315,77.23208,LED,1,45,45,45,,,
20,SZ-182-004,South,182,28.51618,77.232062,LED,1,45,45,45,,,
21,SZ-182-004,South,182,28.516131,77.232104,LED,1,45,45,45,,,
22,SZ-182-004,South,182,28.516017,77.232339,LED,1,45,45,45,,,
23,SZ-182-004,South,182,28.51595,77.232418,LED,1,45,45,45,,,
24,SZ-182-004,South,182,28.515879,77.232309,LED,1,45,45,45,,,
25,SZ-182-004,South,182,28.515898,77.232249,LED,1,45,45,45,,,
26,SZ-182-004,South,182,28.515792,77.231721,LED,1,45,45,45,,,
27,SZ-182-004,South,182,28.515914,77.231646,LED,1,70,70,70,,,
28,SZ-182-004,South,182,28.515951,77.231507,LED,1,70,70,70,,,
29,SZ-182-004,South,182,28.515987,77.231502,LED,1,70,70,70,,,
30,SZ-182-004,South,182,28.516129,77.231502,LED,1,70,70,70,,,
31,SZ-182-004,South,182,28.516458,77.231728,LED,1,70,70,70,,,
32,SZ-182-004,South,182,28.516882,77.232081,LED,1,80,80,80,,,
33,SZ-182-004,South,182,28.517559,77.23265,LED,1,80,80,80,,,
34,SZ-182-004,South,182,28.516437,77.230853,LED,1,80,80,80,,,
35,SZ-182-004,South,182,28.516377,77.230991,LED,1,80,80,80,,,
36,SZ-182-004,South,182,28.516284,77.231074,LED,1,80,80,80,,,
37,SZ-182-004,South,182,28.516251,77.23133,LED,1,80,80,80,,,
38,SZ-182-004,South,182,28.51617,77.231436,LED,1,80,80,80,,,
39,SZ-182-004,South,182,28.516131,77.231606,LED,1,80,80,80,,,
40,SZ-182-004,South,182,28.516055,77.23168,LED,1,80,80,80,,,
41,SZ-182-004,South,182,28.516078,77.231923,LED,1,80,80,80,,,
